0.114,0.624,0.0,0.583,0.0,0.223,0.0,0.391,0.0,0.685,0.006,0.138,0.047024846
0.306,0.425,0.108,0.203,0.0,0.404,0.062,0.241,0.147,0.284,0.0,0.194,0.00517201
0.224,0.721,0.067,0.706,0.0,0.504,0.0,0.619,0.117,0.497,0.41,0.483,0.043472424
0.158,0.788,0.275,0.498,0.0,0.566,0.135,0.248,0.121,0.493,0.152,0.742,0.040092115
0.0,0.809,0.0,0.631,0.0,0.123,0.0,0.538,0.201,0.23,0.0,0.494,0.046398353
0.357,0.381,0.0,0.406,0.0,0.188,0.103,0.267,0.139,0.308,0.0,0.197,0.00227534
0.169,0.562,0.0,0.501,0.024,0.036,0.0,0.483,0.0,0.623,0.0,0.217,0.001285688
0.307,0.424,0.0,0.33,0.0,0.397,0.0,0.416,0.0,0.56,0.0,0.363,0.049276091
0.176,0.57,0.0,0.608,0.0,0.395,0.0,0.377,0.0,0.487,0.0,0.216,0.133587602
0.132,0.604,0.075,0.174,0.0,0.424,0.0,0.285,0.195,0.249,0.0,0.467,0.031766986
0.329,0.402,0.068,0.243,0.0,0.349,0.0,0.44,0.025,0.406,0.0,0.263,0.015958362
0.049,0.689,0.0,0.365,0.005,0.085,0.0,0.474,0.181,0.266,0.0,0.268,0.0141047
0.174,0.557,0.0,0.572,0.0,0.393,0.08,0.224,0.013,0.418,0.0,0.159,0.036692874
0.325,0.412,0.068,0.182,0.0,0.475,0.0,0.417,0.0,0.581,0.0,0.303,0.014927403
0.27,0.483,0.0,0.531,0.0,0.331,0.034,0.319,0.0,0.695,0.067,0.112,0.010832823
0.371,0.377,0.114,0.136,0.0,0.327,0.0,0.432,0.0,0.723,0.0,0.567,0.000223748
0.0,0.843,0.0,0.619,0.0,0.492,0.0,0.627,0.0,0.787,0.0,0.552,0.55373383
0.071,0.588,0.0,0.675,0.054,0.158,0.0,0.223,0.049,0.414,0.0,0.532,0.075442504
0.097,0.661,0.0,0.527,0.092,0.18,0.0,0.441,0.101,0.49,0.0,0.245,0.05569076
0.321,0.411,0.001,0.31,0.022,0.038,0.13,0.174,0.0,0.522,0.0,0.118,3.4423e-05
0.139,0.505,0.165,0.707,0.0,0.319,0.0,0.41,0.104,0.354,0.0,0.263,0.064795564
0.0,0.844,0.0,0.625,0.049,0.072,0.0,0.556,0.017,0.448,0.031,0.131,0.0023046
0.308,0.445,0.0,0.572,0.0,0.434,0.0,0.641,0.0,0.574,0.0,0.248,0.070439165
0.206,0.822,-0.0,0.839,0.0,0.372,0.0,0.755,0.0,0.747,0.263,1.0,0.408397761
0.046,0.837,0.256,0.488,0.035,0.631,0.0,0.314,0.0,0.786,0.351,0.553,0.038117973
0.247,0.396,0.118,0.277,0.0,0.451,0.0,0.102,0.019,0.448,0.0,0.273,0.00840258
0.0,0.695,0.0,0.604,0.0,0.279,0.0,0.402,0.0,0.63,0.0,0.526,0.335783082
0.067,0.684,0.444,0.744,0.038,0.174,0.068,0.146,0.109,0.456,0.0,0.546,0.00822014
0.002,0.631,0.088,0.662,0.0,0.54,0.0,0.496,0.079,0.369,0.0,0.565,0.306133092
0.037,0.721,0.0,0.282,0.0,0.322,0.0,0.45,0.0,0.679,0.0,0.509,0.249222047
0.149,0.496,0.089,0.123,0.0,0.429,0.0,0.42,0.174,0.298,0.0,0.561,0.010899947
0.266,0.376,0.0,0.472,0.0,0.334,0.0,0.109,0.0,0.532,0.0,0.605,0.016886054
0.09,0.647,0.0,0.601,0.0,0.405,0.0,0.561,0.0,0.699,0.004,0.106,0.071860822
0.0,0.799,0.0,0.686,0.0,0.367,0.0,0.417,0.029,0.439,0.0,0.229,0.231812768
0.0,0.698,0.252,0.314,0.0,0.505,0.0,0.337,0.201,0.256,0.0,0.216,0.0122235
0.275,0.37,0.0,0.163,0.0,0.494,0.053,0.084,0.0,0.71,0.0,0.591,0.001528368
0.0,0.828,0.0,0.237,0.0,0.482,0.0,0.432,0.213,0.245,0.067,0.125,0.012412825
0.264,0.681,0.0,0.86,0.0,0.421,0.0,0.575,0.271,0.343,0.094,0.799,0.137899045
0.172,0.78,0.188,0.562,0.0,0.116,0.0,0.319,0.0,0.758,0.036,0.995,0.059107213
0.161,0.597,0.0,0.475,0.0,0.516,0.0,0.407,0.031,0.56,0.0,0.202,0.141647677
0.0,0.745,0.0,0.478,0.0,0.301,0.0,0.42,0.0,0.57,0.0,0.283,0.216257151
0.0,0.691,0.0,0.452,0.0,0.454,0.0,0.444,0.074,0.394,0.102,0.114,0.011579795
0.252,0.469,0.041,0.693,0.086,0.096,0.061,0.369,0.0,0.594,0.0,0.456,0.003917303
0.063,0.777,0.873,1.0,0.0,0.332,0.0,0.157,0.006,0.442,0.0,0.738,0.060227672
0.0,0.817,0.628,0.81,0.0,0.368,0.0,0.428,0.194,0.25,0.052,0.118,0.002511136
0.0,0.778,0.2,0.55,0.0,0.204,0.0,0.484,0.0,0.602,0.0,0.264,0.075022547
0.299,0.742,0.0,0.459,0.0,0.672,0.0,0.404,0.0,0.592,0.377,1.0,0.180471316
0.3,0.437,0.0,0.615,0.0,0.493,0.136,0.233,0.0,0.694,0.0,0.369,0.023729286
0.297,0.449,0.0,0.636,0.0,0.541,0.0,0.526,0.048,0.417,0.0,0.5,0.109789471
0.0,0.923,0.011,0.534,0.345,0.564,0.0,0.456,0.265,0.318,0.057,0.874,0.017884312
0.1,0.658,0.0,0.605,0.111,0.162,0.0,0.348,0.0,0.793,0.0,0.258,0.035284986
0.194,0.65,0.0,0.705,0.12,0.789,0.0,0.283,0.0,0.608,0.195,0.702,0.197304014
0.179,0.574,0.374,0.742,0.0,0.471,0.123,0.134,0.0,0.624,0.0,0.465,0.003116975
0.0,0.788,0.195,0.539,0.0,0.255,0.0,0.431,0.166,0.243,0.0,0.257,0.044995628
0.0,0.77,0.171,0.579,0.0,0.383,0.0,0.44,0.0,0.528,0.0,0.302,0.184139054
0.038,1.0,0.052,0.199,0.275,0.301,0.104,0.242,0.118,0.38,0.251,1.0,0.0012134
0.022,0.71,0.0,0.605,0.0,0.327,0.0,0.316,0.0,0.479,0.0,0.363,0.273827391
0.189,0.655,0.497,1.0,0.173,0.645,0.0,0.062,0.078,0.412,0.0,0.926,0.035412349
0.0,0.721,0.0,0.568,0.0,0.406,0.094,0.242,0.128,0.319,0.0,0.37,0.122988854
0.127,0.522,0.0,0.26,0.098,0.175,0.078,0.093,0.075,0.409,0.0,0.397,0.001421657
0.063,0.564,0.0,0.546,0.0,0.504,0.0,0.6,0.172,0.265,0.034,0.21,0.077297887
0.286,0.389,0.184,0.21,0.0,0.324,0.104,0.11,0.0,0.561,0.0,0.575,0.000146296
0.07,0.574,0.136,0.315,0.012,0.2,0.0,0.297,0.0,0.519,0.0,0.508,0.052575506
0.073,0.853,0.249,0.613,0.063,0.482,0.0,0.499,0.0,0.79,0.343,0.525,0.05625185
0.162,0.479,0.0,0.413,0.155,0.179,0.0,0.329,0.104,0.366,0.0,0.349,0.006626369
0.095,0.563,0.0,0.627,0.0,0.28,0.0,0.511,0.0,0.593,0.0,0.41,0.185176898
0.221,0.423,0.126,0.325,0.0,0.371,0.0,0.478,0.106,0.37,0.0,0.527,0.03459481
0.362,0.483,0.278,0.4,0.089,0.82,0.0,0.442,0.0,0.633,0.167,0.73,0.014610714
0.429,0.434,0.467,1.0,0.0,0.765,0.0,0.368,0.056,0.44,0.122,0.782,0.002127323
0.058,0.851,0.0,0.721,0.339,0.357,0.0,0.574,0.024,0.635,0.261,0.678,0.005137588
0.247,0.489,0.0,0.584,0.0,0.439,0.0,0.52,0.128,0.316,0.0,0.424,0.131162523
0.368,0.385,0.004,0.324,0.051,0.253,0.105,0.248,0.055,0.42,0.0,0.197,0.001953488
0.0,0.801,0.0,0.381,0.0,0.412,0.0,0.624,0.0,0.687,0.0,0.508,0.389324145
0.301,0.358,0.0,0.545,0.034,0.179,0.0,0.222,0.12,0.343,0.0,0.504,0.007640118
0.057,0.888,0.183,0.59,0.0,0.577,0.0,0.471,0.0,0.672,0.008,0.886,0.372983691
0.0,0.871,0.0,0.731,0.114,0.796,0.0,0.545,0.11,0.406,0.103,0.794,0.449235128
0.0,0.718,0.0,0.776,0.0,0.446,0.0,0.39,0.194,0.254,0.0,0.428,0.21558763
0.252,0.851,0.0,0.851,0.0,0.532,0.222,0.24,0.148,0.359,0.487,1.0,0.007285564
0.307,0.429,0.121,0.129,0.0,0.232,0.0,0.337,0.207,0.237,0.0,0.389,0.000574859
0.099,0.576,0.167,0.228,0.044,0.229,0.0,0.33,0.0,0.57,0.0,0.334,0.018531459
0.002,0.908,0.0,0.734,0.068,0.628,0.03,0.244,0.0,0.817,0.17,0.769,0.282775571
0.124,0.721,0.566,1.0,0.297,0.521,0.0,0.352,0.0,0.58,0.322,0.561,0.013863741
0.302,0.581,0.042,0.703,0.307,0.359,0.0,0.274,0.072,0.554,0.345,0.558,0.002597192
0.185,0.566,0.172,1.0,0.0,0.584,0.0,0.448,0.222,0.344,0.102,0.114,0.006857001
0.0,0.846,0.027,0.684,0.0,0.503,0.0,0.204,0.202,0.304,0.0,0.673,0.336500795
0.093,0.555,0.0,0.122,0.0,0.495,0.0,0.179,0.0,0.687,0.0,0.423,0.044389789
0.434,0.66,0.0,0.637,0.152,0.182,0.0,0.527,0.161,0.305,0.776,0.867,0.001196189
0.048,0.604,0.0,0.325,0.0,0.262,0.028,0.15,0.064,0.383,0.0,0.24,0.035405465
0.085,0.668,0.155,0.961,0.0,0.265,0.0,0.559,0.25,0.329,0.0,0.569,0.112629343
0.394,0.558,0.177,0.573,0.0,0.065,0.0,0.342,0.0,0.668,0.443,0.589,0.001292572
0.177,0.465,0.0,0.606,0.0,0.59,0.0,0.36,0.0,0.73,0.0,0.366,0.137563424
0.195,0.826,0.542,0.62,0.209,0.306,0.0,0.553,0.101,0.423,0.484,0.918,0.00210839
0.485,0.506,0.0,0.39,0.099,0.174,0.0,0.399,0.08,0.368,0.493,0.872,0.000857125
0.0,0.768,0.672,1.0,0.0,0.364,0.0,0.414,0.02,0.428,0.0,0.391,0.129873393
0.006,0.839,0.0,0.757,0.17,0.74,0.028,0.067,0.034,0.483,0.04,0.857,0.054596118
0.0,0.847,0.836,0.998,0.0,0.902,0.0,0.083,0.211,0.28,0.049,0.834,0.047355304
0.367,0.842,0.034,0.877,0.0,0.45,0.0,0.537,0.119,0.346,0.523,1.0,0.142706175
0.223,0.812,0.0,0.711,0.211,0.273,0.0,0.504,0.093,0.432,0.575,0.848,0.020176864
0.309,0.325,0.0,0.451,0.0,0.346,0.0,0.373,0.0,0.65,0.0,0.592,0.00323057
0.215,0.422,0.089,0.194,0.051,0.161,0.0,0.287,0.0,0.452,0.021,0.191,0.004438807
0.213,0.539,0.583,0.856,0.0,0.133,0.001,0.171,0.0,0.489,0.0,0.542,0.003831246
0.253,0.396,0.031,0.091,0.0,0.529,0.0,0.398,0.192,0.292,0.0,0.509,0.006337219
0.467,0.534,0.571,1.0,0.116,0.399,0.0,0.255,0.322,0.378,0.066,0.976,0.002182399
0.383,0.605,0.951,1.0,0.363,0.425,0.0,0.517,0.266,0.393,0.218,0.821,0.000437168
0.447,0.463,0.0,0.77,0.084,0.612,0.0,0.288,0.0,0.67,0.447,0.491,0.00028743
0.132,0.849,0.151,0.699,0.258,0.53,0.059,0.133,0.235,0.321,0.26,1.0,0.014142565
0.285,0.342,0.0,0.628,0.033,0.118,0.069,0.189,0.0,0.484,0.077,0.168,0.00063682
0.156,0.983,0.0,0.368,0.0,0.317,0.243,0.26,0.0,0.549,0.523,1.0,0.003385472
0.0,0.905,0.071,0.58,0.02,0.708,0.0,0.54,0.0,0.617,0.018,0.905,0.539957867
0.448,0.482,0.0,0.444,0.0,0.707,0.0,0.499,0.0,0.505,0.563,0.596,0.000240959
0.0,0.841,0.041,0.209,0.0,0.313,0.0,0.395,0.191,0.254,0.051,0.059,0.001039565
0.072,0.558,0.428,0.477,0.0,0.319,0.0,0.386,0.128,0.308,0.0,0.392,0.006471467
