0.265,0.061,0.276,0.434,0.697,0.387,0.423,0.0,0.046,0.346,0.823,0.623,0.923,0.684,0.785,0.675,0.841,0.717,0.406,0.832,0.0
0.0,0.327,0.0,0.0,0.269,0.271,0.44,0.553,0.543,0.644,0.772,0.808,0.55,0.566,0.661,0.77,0.47,0.887,0.655,0.809,0.0
0.738,0.321,0.895,0.234,0.288,0.483,0.062,0.174,0.125,0.201,1.0,0.737,0.989,0.384,0.911,0.865,0.722,0.864,0.511,0.45,0.0
0.501,0.494,0.333,0.516,0.365,0.0,0.0,0.002,0.353,0.318,1.0,0.782,0.787,0.744,0.649,0.277,-0.051,0.694,0.639,0.816,0.0
0.0,0.026,0.586,0.539,0.293,0.0,0.078,0.22,0.217,0.233,0.754,0.412,0.638,0.617,0.695,0.847,1.0,0.258,0.91,0.805,0.0
0.546,0.242,0.555,0.387,0.344,0.439,0.365,0.181,0.189,0.562,1.0,0.77,0.91,0.891,0.506,0.815,0.986,0.859,0.959,0.642,0.0
0.023,0.0,0.217,0.51,0.0,0.0,0.0,0.537,0.096,0.029,0.621,0.844,0.896,0.606,0.723,0.943,0.913,0.923,1.0,0.771,0.001129064
0.558,0.264,0.394,0.0,0.104,0.603,0.032,0.258,0.267,0.435,0.679,0.512,0.878,0.484,0.578,0.764,0.533,0.874,1.0,0.615,0.0
0.274,0.264,0.151,0.622,0.0,0.064,0.169,0.365,0.332,0.412,0.73,0.921,0.949,0.754,0.581,0.817,1.0,0.415,0.768,0.952,0.0
0.181,0.033,0.15,0.465,0.273,0.323,0.015,0.193,0.319,0.014,1.0,0.939,0.677,0.874,0.503,0.413,0.835,0.718,0.368,0.774,1.721e-06
0.341,0.236,0.106,0.4,0.388,0.226,0.314,0.171,0.0,0.321,0.611,0.914,0.182,1.0,0.766,1.0,0.95,1.0,0.741,0.808,0.000435447
0.651,0.0,0.097,0.192,0.585,0.589,0.149,0.0,0.0,0.392,1.0,0.64,0.586,1.0,0.609,0.996,0.738,0.629,0.796,0.396,0.0
0.206,0.231,0.133,0.078,0.43,0.0,0.673,0.593,0.246,0.433,0.262,0.499,0.615,0.536,1.0,0.64,0.712,0.641,0.461,0.627,0.0
0.413,0.114,0.086,0.149,0.351,0.404,0.471,0.301,0.061,0.508,0.503,0.494,0.654,1.0,0.675,0.937,0.759,0.89,0.823,0.875,0.0
0.045,0.357,0.478,0.522,0.0,0.67,0.346,0.172,0.412,0.653,0.719,1.0,0.831,0.85,0.651,0.705,0.674,0.214,0.824,0.775,0.0
0.0,0.243,0.067,0.457,0.257,0.046,0.091,0.201,0.477,0.0,0.605,0.737,0.877,1.0,0.927,0.832,0.607,0.698,0.846,0.836,0.0
0.304,0.641,0.137,0.706,0.27,0.75,0.0,0.462,0.544,0.328,0.879,0.941,0.309,0.764,1.0,1.0,0.651,0.98,0.72,0.928,0.0
0.135,0.167,0.194,0.013,0.0,0.272,0.0,0.495,0.261,0.546,0.931,0.762,1.0,0.477,0.629,1.0,0.239,0.627,0.609,0.851,0.0
0.235,0.397,0.219,0.123,0.0,0.038,0.32,0.231,0.0,0.628,0.817,0.784,1.0,0.449,0.897,0.539,0.475,0.663,0.547,0.939,0.0
