0.294,0.443,0.0,0.548,0.0,0.316,0.0,0.611,0.025,0.422,0.079208347
0.076,0.655,0.0,0.363,0.004,0.056,0.0,0.556,0.0,0.503,0.014899864
0.282,0.663,0.181,0.591,0.0,0.45,0.034,0.35,0.018,0.596,0.216651291
0.004,0.941,0.09,0.682,0.0,0.632,0.0,0.625,0.101,0.514,0.574993288
0.315,0.416,0.155,0.157,0.0,0.198,0.0,0.419,0.0,0.68,0.000244401
0.337,0.4,0.107,0.176,0.0,0.492,0.182,0.188,0.0,0.516,0.000173835
0.134,0.597,0.0,0.34,0.0,0.217,0.0,0.524,0.0,0.668,0.176674492
0.366,0.366,0.066,0.246,0.0,0.325,0.0,0.587,0.0,0.431,0.0
0.176,0.57,0.0,0.384,0.0,0.234,0.0,0.592,0.0,0.475,0.174751984
0.157,0.58,0.0,0.421,0.0,0.161,0.054,0.166,0.066,0.379,0.03542784
0.0,0.829,0.0,0.443,0.0,0.152,0.104,0.199,0.11,0.321,0.056816382
0.276,0.461,0.0,0.446,0.0,0.14,0.098,0.271,0.0,0.541,0.015440301
0.0,0.734,0.15,0.161,0.0,0.337,0.04,0.263,0.0,0.612,0.0084938
0.213,0.524,0.0,0.569,0.0,0.385,0.0,0.404,0.0,0.571,0.204894219
0.331,0.422,0.0,0.376,0.108,0.196,0.0,0.53,0.019,0.457,0.015622741
0.312,0.435,0.0,0.607,0.0,0.582,0.0,0.401,0.067,0.392,0.087280469
0.241,0.517,0.0,0.368,0.086,0.186,0.0,0.607,0.052,0.54,0.065038244
0.267,0.391,0.167,0.234,0.0,0.338,0.0,0.348,0.0,0.533,0.007068701
0.342,0.416,0.115,0.136,0.0,0.463,0.0,0.491,0.066,0.525,0.002698739
0.242,0.49,0.133,0.179,0.0,0.266,0.059,0.245,0.21,0.222,0.000483639
0.317,0.327,0.0,0.928,0.0,0.418,0.0,0.116,0.0,0.519,0.002640221
0.364,0.382,0.0,0.455,0.023,0.099,0.055,0.281,0.159,0.307,0.000836472
