0.249,0.612,0.577,0.61,0.605,1.0,0.282,0.503,0.0,0.354,0.0,0.395,0.301,0.824,0.001335737
0.271,0.778,0.169,1.0,0.76,1.0,0.46,0.512,0.0,0.294,0.0,0.368,0.151,0.911,0.000461629
0.156,0.896,0.55,0.703,0.656,1.0,0.205,0.766,0.0,0.198,0.0,0.096,0.181,0.944,0.00978143
0.476,0.574,0.497,0.705,0.768,1.0,0.406,0.565,0.003,0.02,0.0,0.304,0.205,0.858,0.000243825
0.296,0.756,0.364,0.89,0.805,1.0,0.43,0.541,0.0,0.411,0.0,0.313,0.274,0.851,0.0012384
0.206,0.846,0.435,0.818,0.581,1.0,0.009,0.963,0.0,0.129,0.0,0.536,0.347,0.778,0.145657964
0.319,0.734,0.571,0.685,0.781,1.0,0.078,0.894,0.0,0.38,0.0,0.079,0.387,0.738,0.003003962
0.254,0.606,0.162,1.0,0.475,1.0,0.0,0.881,0.0,0.036,0.0,0.414,0.093,1.0,0.077566222
0.233,0.818,0.175,1.0,0.501,1.0,0.321,0.65,0.0,0.509,0.0,0.091,0.17,0.955,0.021353961
0.259,0.516,0.422,0.849,0.897,0.953,0.0,0.815,0.0,0.236,0.0,0.161,0.123,1.0,0.05153429
0.341,0.43,0.489,0.774,0.495,1.0,0.0,0.789,0.0,0.192,0.0,0.353,0.285,0.84,0.006857457
0.291,0.484,0.562,0.709,0.503,1.0,0.0,0.839,0.0,0.026,0.0,0.449,0.455,0.67,0.004767598
0.086,0.683,0.356,0.907,0.464,1.0,0.0,0.729,0.0,0.039,0.0,0.161,0.084,0.979,0.315218486
0.174,0.595,0.173,1.0,0.757,1.0,0.279,0.401,0.0,0.121,0.0,0.377,0.491,0.633,0.019313734
0.0,0.791,0.411,0.861,0.851,1.0,0.268,0.412,0.0,0.306,0.0,0.153,0.083,1.0,0.022846305
0.315,0.456,0.414,0.849,0.603,1.0,0.163,0.517,0.0,0.29,0.0,0.306,0.175,0.95,0.027993132
0.429,0.623,0.149,1.0,0.908,0.929,0.181,0.79,0.0,0.451,0.0,0.522,0.258,0.867,0.005048526
0.169,0.889,0.612,0.618,0.569,1.0,0.403,0.577,0.0,0.2,0.0,0.413,0.475,0.65,2.0238e-05
0.371,0.405,0.211,1.0,0.664,1.0,0.007,0.674,0.0,0.332,0.0,0.148,0.307,0.818,0.004666887
0.34,0.521,0.098,1.0,0.642,1.0,0.0,0.815,0.0,0.057,0.0,0.237,0.116,1.0,0.016297725
0.0,0.883,0.104,0.733,0.501,1.0,0.306,0.399,0.0,0.243,0.0,0.152,0.094,1.0,0.010151022
0.113,0.592,0.375,0.59,0.472,1.0,0.0,0.607,0.0,0.152,0.0,0.413,0.507,0.618,0.22397879
0.072,0.962,0.142,1.0,0.504,1.0,0.428,0.527,0.0,0.453,0.0,0.101,0.453,0.672,0.003383192
0.352,0.7,0.391,0.862,0.438,1.0,0.103,0.869,0.0,0.33,0.0,0.349,0.208,0.917,0.015442892
0.055,0.964,0.069,0.768,0.532,1.0,0.341,0.591,0.0,0.334,0.0,0.357,0.409,0.716,0.006436305
0.156,0.545,0.414,0.423,0.472,1.0,0.209,0.382,0.0,0.081,0.0,0.393,0.17,0.955,0.010479656
0.484,0.534,0.0,0.884,0.733,1.0,0.229,0.703,0.0,0.484,0.0,0.491,0.185,0.94,0.003332596
0.116,0.745,0.14,1.0,0.863,0.985,0.124,0.661,0.0,0.204,0.0,0.145,0.485,0.64,0.274890508
0.21,0.521,0.117,0.85,0.639,1.0,0.023,0.601,0.0,0.473,0.0,0.341,0.219,0.905,0.164535125
0.374,0.407,0.105,0.731,0.645,1.0,0.0,0.76,0.0,0.272,0.0,0.068,0.112,1.0,0.004280911
0.034,0.668,0.01,0.826,0.586,1.0,0.0,0.788,0.0,0.145,0.0,0.211,0.091,1.0,0.317055365
0.338,0.447,0.186,0.714,0.484,1.0,0.313,0.392,0.0,0.5,0.0,0.504,0.333,0.792,0.021530325
0.0,0.726,0.33,0.507,0.685,1.0,0.133,0.467,0.0,0.181,0.0,0.442,0.243,0.944,0.200312347
0.471,0.581,0.51,0.744,0.459,1.0,0.317,0.654,0.0,0.16,0.0,0.36,0.309,0.816,0.000368629
0.073,0.978,0.521,0.732,0.817,1.0,0.288,0.683,0.0,0.205,0.0,0.508,0.162,0.963,0.008056344
0.046,0.729,0.553,0.718,0.785,1.0,0.0,0.784,0.0,0.089,0.0,0.062,0.433,0.692,0.016277004
0.705,0.732,0.103,0.733,0.819,1.0,0.634,0.751,0.0,0.225,0.0,0.178,0.236,0.889,7.71e-06
0.0,0.896,0.371,0.818,0.836,1.0,0.319,0.435,0.0,0.325,0.0,0.149,0.421,0.704,0.008270775
0.514,0.539,0.155,1.0,0.625,1.0,0.167,0.805,0.0,0.457,0.0,0.286,0.361,0.764,0.000831703
0.291,1.0,0.168,0.669,0.711,1.0,0.421,0.964,0.0,0.479,0.0,0.461,0.094,1.0,0.006898416
0.389,0.396,0.443,0.458,0.659,1.0,0.0,0.806,0.0,0.339,0.0,0.314,0.086,1.0,0.000160462
0.396,0.741,0.148,0.688,0.891,0.941,0.151,0.918,0.0,0.024,0.0,0.148,0.037,1.0,0.003652074
0.279,0.466,0.477,0.797,0.486,1.0,0.293,0.355,0.0,0.049,0.0,0.486,0.159,0.966,0.007753249
0.434,0.844,0.41,0.582,0.444,1.0,0.348,0.866,0.0,0.423,0.129,0.784,0.424,0.701,0.003243932
0.0,0.714,0.0,0.853,0.555,1.0,0.193,0.398,0.0,0.179,0.0,0.04,0.548,0.577,0.02189028
0.0,0.606,0.02,0.937,0.619,1.0,0.082,0.404,0.0,0.304,0.0,0.391,0.118,1.0,0.318554937
0.182,0.728,0.0,0.856,0.515,1.0,0.398,0.419,0.0,0.081,0.0,0.027,0.266,0.859,0.000413924
0.121,0.936,0.463,0.767,0.788,1.0,0.089,0.891,0.0,0.141,0.0,0.401,0.206,0.919,0.140981921
0.0,0.791,0.072,0.764,0.851,1.0,0.132,0.467,0.0,0.212,0.0,0.098,0.12,1.0,0.255136829
0.306,0.47,0.29,0.981,0.637,1.0,0.0,0.762,0.009,0.014,0.0,0.232,0.107,1.0,0.025993864
0.257,0.529,0.436,0.464,0.69,1.0,0.068,0.637,0.0,0.363,0.0,0.379,0.36,0.764,0.019323371
0.076,0.784,0.116,1.0,0.538,1.0,0.245,0.54,0.0,0.426,0.0,0.414,0.092,1.0,0.045353375
0.368,0.795,0.126,0.872,0.822,1.0,0.294,0.807,0.0,0.353,0.036,0.902,0.34,0.785,0.010797207
0.392,0.814,0.02,0.913,0.74,1.0,0.457,0.676,0.0,0.21,0.317,0.597,0.523,0.602,0.001125161
0.223,0.478,0.002,0.835,0.536,1.0,0.0,0.644,0.0,0.344,0.0,0.362,0.191,0.934,0.119644825
0.013,0.768,0.122,0.836,0.859,0.998,0.094,0.611,0.0,0.156,0.101,0.591,0.099,1.0,0.013448442
0.0,0.912,0.169,1.0,0.836,1.0,0.232,0.553,0.004,0.019,0.0,0.39,0.346,0.779,0.037302814
0.11,0.671,0.414,0.422,0.759,1.0,0.0,0.778,0.0,0.364,0.0,0.196,0.36,0.765,0.062453409
0.189,0.735,0.159,0.762,0.647,1.0,0.0,0.937,0.0,0.115,0.0,0.715,0.252,0.873,0.279178165
0.042,0.517,0.186,0.783,0.727,1.0,0.0,0.452,0.0,0.372,0.0,0.353,0.431,0.694,0.292168351
0.0,0.569,0.18,0.791,0.466,1.0,0.137,0.292,0.0,0.193,0.0,0.103,0.253,0.873,0.207642516
0.323,0.448,0.536,0.728,0.729,1.0,0.095,0.586,0.0,0.256,0.0,0.161,0.464,0.661,0.004626892
0.078,0.697,0.233,1.0,0.539,1.0,0.0,0.749,0.0,0.432,0.0,0.442,0.559,0.566,0.06918269
0.21,0.768,0.065,0.94,0.439,1.0,0.162,0.728,0.0,0.385,0.459,0.48,0.391,0.672,0.001774718
0.0,0.786,0.601,0.663,0.765,1.0,0.037,0.644,0.0,0.356,0.0,0.465,0.467,0.596,0.003576421
0.103,0.469,0.382,0.503,0.471,1.0,0.098,0.363,0.0,0.189,0.0,0.46,0.374,0.75,0.23186889
0.552,0.585,0.0,0.863,0.685,1.0,0.298,0.771,0.0,0.413,0.0,0.416,0.042,1.0,0.000195156
0.36,0.918,0.427,0.566,0.489,1.0,0.472,0.743,0.0,0.414,0.119,0.794,0.231,0.893,0.000798936
0.362,0.561,0.364,0.557,0.726,1.0,0.314,0.593,0.0,0.311,0.0,0.533,0.307,0.818,0.014901273
0.311,0.364,0.422,0.542,0.782,1.0,0.0,0.732,0.0,0.349,0.073,0.248,0.304,0.821,0.000332007
0.327,0.458,0.368,0.533,0.618,1.0,0.0,0.73,0.0,0.122,0.0,0.483,0.138,0.988,0.021195909
0.329,0.877,0.253,0.68,0.853,0.976,0.179,0.954,0.0,0.294,0.0,0.921,0.559,0.566,0.014296047
0.379,0.503,0.286,0.626,0.607,1.0,0.241,0.544,0.0,0.358,0.0,0.185,0.394,0.668,0.006643508
0.616,0.617,0.091,0.866,0.816,1.0,0.137,1.0,0.0,0.437,0.0,0.952,0.308,0.755,1.0119e-05
0.291,0.492,0.428,0.499,0.753,1.0,0.0,0.811,0.0,0.1,0.015,0.404,0.1,1.0,0.005883121
0.26,0.289,0.412,0.471,0.762,1.0,0.056,0.382,0.0,0.392,0.0,0.355,0.505,0.62,0.010387619
0.113,0.856,0.0,0.885,0.478,1.0,0.295,0.587,0.0,0.043,0.0,0.066,0.407,0.718,0.013304363
0.0,0.864,0.459,0.813,0.673,1.0,0.0,0.785,0.0,0.234,0.0,0.072,0.538,0.587,0.027875557
0.277,0.492,0.543,0.72,0.655,1.0,0.056,0.625,0.0,0.447,0.0,0.357,0.167,0.895,0.011400505
0.165,1.0,0.355,0.578,0.628,1.0,0.401,0.733,0.0,0.119,0.376,0.537,0.193,0.932,0.001678345
0.001,0.747,0.209,0.7,0.597,1.0,0.126,0.546,0.0,0.402,0.0,0.451,0.177,0.886,0.280272005
0.198,0.853,0.234,1.0,0.461,1.0,0.0,0.979,0.0,0.13,0.007,0.067,0.083,1.0,0.216345526
0.219,0.516,0.363,0.473,0.559,1.0,0.325,0.33,0.0,0.221,0.0,0.343,0.295,0.83,0.000269364
0.279,0.422,0.227,0.61,0.673,1.0,0.265,0.326,0.0,0.245,0.0,0.271,0.252,0.873,0.016406627
