0.147,0.114,0.641,0.49,0.535,0.751,9.8105e-05
0.596,0.067,0.573,0.943,0.93,0.67,0.000872615
0.294,0.839,0.225,0.884,0.913,0.66,0.028255871
0.191,0.214,0.494,0.545,0.692,0.54,0.002941419
0.507,0.263,0.601,0.746,0.792,0.962,0.000345948
0.051,0.061,0.359,0.282,0.462,0.583,0.008879335
0.009,0.407,0.344,0.121,0.917,0.544,0.001445753
0.599,0.586,0.12,0.847,0.63,0.575,0.007955085
0.03,0.027,0.131,0.523,0.631,0.283,0.11435392
0.01,0.377,0.347,0.674,0.767,0.894,0.033589668
0.532,0.254,0.156,0.952,0.839,0.877,0.177848306
0.323,0.103,0.191,0.628,0.862,0.531,0.210770173
0.035,0.574,0.381,0.34,0.746,0.563,0.001924229
0.334,0.311,0.11,0.582,0.987,0.43,0.175368151
0.169,0.688,0.338,0.32,0.892,0.42,0.002920766
0.388,0.381,0.262,0.397,0.884,0.745,0.001111853
0.1,0.191,0.062,0.691,0.889,0.655,0.45478923
0.235,0.328,0.393,0.906,0.95,0.404,0.006786435
0.096,0.011,0.173,0.521,0.236,0.548,0.076743682
0.606,0.062,0.546,0.817,0.775,0.85,0.001024075
0.681,0.401,0.023,0.702,0.967,0.938,0.025011532
0.516,0.088,0.183,0.977,0.765,0.321,0.156979546
0.437,0.006,0.022,0.49,0.431,0.613,0.057668344
0.023,0.26,0.045,0.85,0.729,0.517,0.349147694
0.007,0.187,0.283,0.645,0.997,0.874,0.143955719
0.108,0.893,0.332,0.482,0.979,0.805,0.009247658
0.282,0.133,0.445,0.422,0.408,0.5,0.001005143
0.713,0.12,0.624,0.946,0.77,0.976,0.000132527
0.651,0.507,0.057,0.843,0.572,0.622,0.012583217
0.237,0.392,0.221,0.486,0.602,0.45,0.015643395
0.39,0.62,0.506,0.472,0.993,0.655,0.001020633
0.45,0.038,0.638,0.488,0.58,0.892,4.3028e-05
0.424,0.068,0.038,0.472,0.739,0.319,0.04245007
0.033,0.482,0.431,0.963,0.835,0.702,0.014664069
0.042,0.221,0.263,0.245,0.799,0.438,0.005509353
0.043,0.18,0.331,0.658,0.424,0.45,0.026159529
0.103,0.154,0.494,0.692,0.736,0.849,0.00893269
0.222,0.649,0.068,0.542,0.959,0.661,0.074843549
0.703,0.002,0.153,0.726,0.663,0.99,0.019543486
0.207,0.159,0.08,0.784,0.957,0.544,0.601290507
0.215,0.422,0.028,0.672,0.521,0.446,0.052382739
0.352,0.121,0.935,0.842,0.258,0.949,1.721e-06
0.141,0.108,0.267,0.276,0.799,0.701,0.011707159
0.449,0.527,0.074,0.628,0.864,0.171,0.032377989
0.052,0.396,0.029,0.882,0.669,0.669,0.177352619
0.293,0.218,0.572,0.552,0.684,0.945,0.000643704
0.275,0.542,0.739,0.779,0.595,0.856,0.0
0.862,0.341,0.486,0.885,0.953,0.798,0.0
0.496,0.081,0.239,0.907,0.649,0.453,0.125315828
0.077,0.073,0.046,0.394,0.664,0.762,0.071638796
0.431,0.316,0.235,0.573,0.825,0.885,0.045035214
0.605,0.371,0.295,0.897,0.569,0.373,0.006963712
0.26,0.237,0.367,0.332,0.43,0.929,0.001142834
0.102,0.842,0.462,0.769,0.947,0.849,0.003786497
0.31,0.546,0.658,0.639,0.714,0.861,2.9259e-05
0.782,0.176,0.186,0.946,0.459,0.837,0.002863968
0.681,0.717,0.706,0.857,0.955,0.825,0.0
0.006,0.525,0.727,0.04,0.816,0.92,0.0
0.233,0.009,0.664,0.563,0.385,0.857,0.000132527
0.029,0.123,0.03,0.504,0.381,0.675,0.113114703
0.147,0.204,0.408,0.582,0.661,0.829,0.019369652
0.903,0.413,0.163,0.975,0.934,0.316,7.2288e-05
0.388,0.413,0.693,0.739,0.614,0.858,1.549e-05
0.558,0.694,0.572,0.876,0.916,0.829,0.000323573
0.217,0.262,0.25,0.97,0.614,0.311,0.041596387
