0.147,0.433,0.715,0.267,0.0,0.713,0.753,1.0,0.519,0.061,0.035927564
0.128,0.264,0.876,0.348,0.0,0.921,0.938,0.963,0.623,0.417,0.017017153
0.06,0.169,0.828,0.227,0.0,0.991,1.0,1.0,0.745,0.294,0.07533132
0.258,0.18,0.633,0.041,0.0,0.791,1.0,1.0,0.931,0.129,0.104203379
0.419,0.211,0.659,0.219,0.0,0.633,1.0,1.0,0.752,0.252,0.009892259
0.46,0.53,0.536,0.25,0.0,0.591,0.723,1.0,0.722,0.161,0.001419582
0.517,0.609,0.752,0.315,0.0,0.536,0.647,1.0,0.656,0.414,3.9513e-05
0.294,0.128,0.661,0.237,0.0,0.567,1.0,1.0,0.548,0.357,0.064322092
0.41,0.559,0.637,0.181,0.0,0.642,0.695,1.0,0.79,0.504,0.004828795
0.0,0.28,0.861,0.114,0.0,0.883,0.992,0.989,0.566,0.387,0.39343041
0.022,0.311,0.449,0.177,0.0,0.749,0.953,1.0,0.504,0.265,0.143381139
0.111,0.519,0.762,0.158,0.0,0.664,0.753,1.0,0.522,0.233,0.046481427
0.204,0.529,0.643,0.332,0.0,0.566,0.735,1.0,0.348,0.348,0.000811465
0.04,0.252,0.642,0.128,0.0,0.73,1.0,1.0,0.552,0.024,0.346332675
0.13,0.564,0.643,0.113,0.0,0.646,0.708,1.0,0.568,0.339,0.027036625
0.028,0.415,0.634,0.0,0.0,0.743,0.849,1.0,0.749,0.506,0.986380495
0.15,0.239,0.646,0.263,0.0,0.902,1.0,1.0,0.709,0.375,0.050075195
0.271,0.456,0.86,0.094,0.0,0.786,0.775,0.972,0.885,0.313,0.060453659
0.103,0.192,0.563,0.046,0.0,0.672,1.0,1.0,0.635,0.052,0.730259211
0.206,0.561,0.861,0.101,0.0,0.654,0.625,0.988,0.684,0.443,0.020598875
0.043,0.154,0.742,0.331,0.0,0.737,0.683,1.0,0.373,0.452,0.015253518
0.182,0.0,0.481,0.242,0.0,0.523,0.972,1.0,0.358,0.423,0.053977359
0.304,0.472,0.674,0.391,0.0,0.73,0.697,1.0,0.564,0.037,0.003979744
0.098,0.135,0.719,0.447,0.0,0.954,1.0,1.0,0.525,0.373,0.002691712
0.151,0.409,0.715,0.46,0.0,0.867,0.427,1.0,0.472,0.234,5.1078e-05
0.0,0.047,0.931,0.27,0.0,0.765,0.79,0.931,0.321,0.167,0.0
0.326,0.351,0.684,0.136,0.0,0.693,0.485,1.0,0.796,0.347,0.020301562
0.0,0.168,0.561,0.099,0.0,0.872,1.0,1.0,0.686,0.491,0.439609225
0.0,0.094,0.781,0.0,0.0,0.779,0.874,1.0,0.639,0.143,0.957967174
0.349,0.085,0.679,0.0,0.0,0.431,0.751,1.0,0.748,0.024,0.020138209
0.177,0.271,0.882,0.219,0.0,0.525,0.566,0.972,0.38,0.478,0.079752937
0.0,0.129,0.755,0.187,0.0,0.842,0.771,1.0,0.517,0.349,0.124667813
0.194,0.124,0.708,0.187,0.0,0.509,0.713,1.0,0.413,0.303,0.118868055
0.048,0.579,0.74,0.324,0.0,1.0,0.675,1.0,0.648,0.063,0.001979994
0.246,0.517,0.801,0.44,0.0,0.806,0.736,1.0,0.531,0.366,0.001289959
0.0,0.499,0.851,0.0,0.0,0.778,0.773,1.0,0.711,0.168,0.235803338
0.25,0.0,0.646,0.438,0.0,1.0,0.844,1.0,0.946,0.323,0.00444571
0.287,0.155,0.525,0.342,0.0,0.546,1.0,1.0,0.411,0.215,0.009181986
0.177,0.206,0.804,0.109,0.0,0.877,1.0,1.0,0.863,0.363,0.388431034
0.711,0.0,0.472,0.222,0.0,0.726,0.841,1.0,1.0,0.308,3.1321e-05
0.0,0.001,0.639,0.269,0.0,0.811,0.899,1.0,0.435,0.477,0.054721362
0.354,0.0,0.858,0.13,0.0,0.784,0.907,0.974,0.938,0.263,0.028259605
0.324,0.578,0.43,0.0,0.0,0.421,0.696,1.0,0.788,0.479,0.004461612
0.574,0.457,0.76,0.351,0.0,0.704,0.535,1.0,0.863,0.121,0.000418743
0.339,0.395,0.475,0.0,0.0,0.36,0.441,1.0,0.71,0.044,0.001492826
0.229,0.471,0.532,0.227,0.0,0.368,0.487,1.0,0.258,0.413,0.002325975
0.388,0.154,0.759,0.111,0.0,0.522,0.682,1.0,0.707,0.286,0.013974641
0.369,0.163,0.669,0.379,0.0,0.689,1.0,1.0,0.6,0.504,0.017036428
0.0,0.117,0.669,0.0,0.0,0.723,0.719,1.0,0.719,0.293,0.960998121
0.359,0.153,0.555,0.033,0.0,0.416,1.0,1.0,0.648,0.06,0.015061253
0.148,0.121,0.613,0.0,0.0,0.638,0.779,1.0,0.718,0.095,0.427054165
0.375,0.326,0.909,0.15,0.0,0.486,0.86,0.939,0.635,0.27,0.010898881
0.172,0.238,0.831,0.129,0.0,0.992,0.759,1.0,0.973,0.028,0.346425675
0.516,0.383,0.817,0.283,0.0,0.69,0.551,1.0,0.851,0.04,0.001993486
0.285,0.385,0.445,0.0,0.0,0.416,0.452,1.0,0.619,0.216,0.019201459
0.147,0.062,0.594,0.0,0.0,0.633,0.895,1.0,0.729,0.402,0.436286266
0.146,0.393,0.51,0.034,0.0,0.715,0.793,1.0,0.752,0.402,0.438386727
0.016,0.011,0.723,0.141,0.0,0.765,0.825,1.0,0.564,0.404,0.27475703
0.375,0.231,0.836,0.426,0.0,0.548,0.69,1.0,0.481,0.195,0.002205508
0.023,0.258,0.87,0.092,0.0,0.536,0.711,0.997,0.354,0.304,0.416245876
0.0,0.307,0.731,0.0,0.0,0.579,0.664,1.0,0.682,0.205,0.956383757
0.0,0.551,0.509,0.03,0.0,0.864,0.712,1.0,0.65,0.429,0.060081657
0.222,0.237,0.522,0.0,0.0,0.554,1.0,1.0,0.816,0.488,0.19541609
0.468,0.2,0.733,0.219,0.0,0.51,0.805,1.0,0.671,0.141,0.002183824
0.0,0.468,0.505,0.081,0.0,0.78,0.796,1.0,0.599,0.114,0.199095149
0.254,0.146,0.701,0.0,0.0,0.319,0.739,1.0,0.463,0.457,0.069855377
0.153,0.388,0.657,0.181,0.0,0.985,0.449,1.0,0.887,0.479,0.045035824
0.211,0.309,0.553,0.45,0.0,1.0,0.684,1.0,0.764,0.411,0.004125268
0.32,0.0,0.685,0.409,0.0,0.603,0.956,1.0,0.497,0.224,0.003861687
0.305,0.449,0.906,0.003,0.0,0.369,0.516,0.961,0.597,0.207,0.013355441
0.0,0.262,0.7,0.0,0.0,0.847,0.638,1.0,0.796,0.089,0.952102364
0.237,0.311,0.902,0.397,0.0,0.968,0.623,0.926,0.736,0.427,0.005109242
0.325,0.047,0.448,0.318,0.0,0.556,0.865,1.0,0.468,0.306,0.020061592
0.551,0.099,0.652,0.268,0.0,0.683,0.859,1.0,0.897,0.33,0.001667262
0.049,0.053,0.901,0.126,0.0,0.734,0.875,0.965,0.578,0.221,0.344228359
0.184,0.157,0.885,0.2,0.0,0.364,0.726,0.964,0.237,0.168,0.040011391
0.067,0.321,0.818,0.0,0.0,0.901,0.516,1.0,0.938,0.039,0.817504225
0.308,0.508,0.47,0.179,0.0,0.467,0.764,1.0,0.501,0.314,0.017637317
0.0,0.252,0.441,0.0,0.0,0.818,1.0,1.0,0.688,0.11,0.95730027
0.59,0.44,0.786,0.372,0.0,0.616,0.494,1.0,0.761,0.073,9.4928e-05
0.0,0.0,0.423,0.017,0.0,0.814,0.934,1.0,0.655,0.157,0.958314601
0.473,0.19,0.575,0.286,0.0,0.578,1.0,1.0,0.686,0.404,0.004224051
0.0,0.218,0.624,0.091,0.0,0.819,0.619,1.0,0.565,0.24,0.420085397
0.012,0.057,0.51,0.222,0.0,0.688,0.78,1.0,0.37,0.101,0.071374706
0.0,0.201,0.914,0.0,0.0,0.766,0.767,0.952,0.77,0.143,0.583379713
0.115,0.047,0.567,0.065,0.0,0.508,0.889,1.0,0.445,0.368,0.494041948
0.109,0.143,0.827,0.262,0.0,0.784,0.693,1.0,0.539,0.469,0.066637465
0.168,0.312,0.741,0.108,0.0,0.735,0.524,1.0,0.71,0.294,0.336291518
0.0,0.0,0.711,0.0,0.0,0.717,0.913,1.0,0.565,0.301,0.961094495
0.0,0.027,0.805,0.0,0.0,0.675,0.81,1.0,0.756,0.507,0.98593284
0.0,0.0,0.848,0.0,0.0,0.671,0.901,1.0,0.476,0.134,0.955242213
0.244,0.181,0.815,0.0,0.0,0.281,0.713,1.0,0.655,0.508,0.048119295
0.322,0.035,0.675,0.0,0.0,0.324,0.842,1.0,0.628,0.234,0.001177684
0.19,0.112,0.647,0.0,0.0,0.455,0.767,1.0,0.585,0.429,0.350476254
0.312,0.593,0.853,0.301,0.0,0.458,0.67,0.987,0.379,0.206,0.001228762
0.132,0.252,0.815,0.218,0.0,0.729,0.734,1.0,0.551,0.243,0.087621834
0.387,0.06,0.507,0.217,0.0,0.471,0.922,1.0,0.544,0.282,0.012024523
0.247,0.155,0.687,0.0,0.0,0.348,0.725,1.0,0.712,0.162,0.08989914
0.096,0.241,0.617,0.184,0.0,0.679,1.0,1.0,0.496,0.151,0.126609257
0.0,0.162,0.662,0.0,0.0,0.791,1.0,1.0,0.837,0.111,0.957367731
0.192,0.1,0.562,0.265,0.0,0.497,0.736,1.0,0.334,0.5,0.034474251
0.0,0.127,0.743,0.0,0.0,0.668,0.754,1.0,0.536,0.462,0.983336056
0.184,0.429,0.906,0.376,0.0,0.651,0.575,0.941,0.378,0.098,0.000279483
0.283,0.504,0.724,0.135,0.0,0.486,0.774,1.0,0.546,0.304,0.026672815
0.311,0.239,0.537,0.175,0.0,0.551,0.673,1.0,0.602,0.426,0.053242511
0.373,0.421,0.778,0.137,0.0,0.508,0.491,1.0,0.648,0.467,0.01193586
0.009,0.351,0.546,0.0,0.0,0.529,0.531,1.0,0.708,0.146,0.868251625
0.382,0.048,0.552,0.074,0.0,0.479,0.864,1.0,0.695,0.488,0.024463453
0.169,0.048,0.714,0.0,0.0,0.566,0.864,1.0,0.647,0.386,0.397227045
0.156,0.322,0.487,0.0,0.0,0.578,0.514,1.0,0.723,0.439,0.346460851
0.0,0.313,0.718,0.061,0.0,0.686,0.523,1.0,0.481,0.372,0.422745306
0.303,0.336,0.795,0.188,0.0,0.4,0.501,1.0,0.412,0.076,0.026060362
0.054,0.219,0.834,0.08,0.0,0.924,0.786,1.0,0.81,0.159,0.450802526
0.249,0.062,0.766,0.034,0.0,0.614,0.85,1.0,0.744,0.21,0.117443172
0.127,0.264,0.439,0.0,0.0,0.642,1.0,1.0,0.697,0.467,0.50915717
0.055,0.454,0.74,0.252,0.0,0.57,0.54,1.0,0.275,0.081,0.006005997
0.442,0.226,0.62,0.253,0.0,0.837,0.766,1.0,0.962,0.302,0.007538818
0.038,0.228,0.496,0.0,0.0,0.688,0.608,1.0,0.674,0.431,0.962417221
0.114,0.207,0.843,0.04,0.0,0.698,0.701,0.989,0.688,0.169,0.592245113
0.012,0.038,0.695,0.223,0.0,0.691,0.798,1.0,0.376,0.372,0.071050409
0.29,0.487,0.864,0.331,0.0,0.567,0.496,0.981,0.43,0.024,0.000696299
0.053,0.284,0.812,0.178,0.0,0.822,0.553,1.0,0.607,0.206,0.121912012
0.36,0.329,0.65,0.0,0.0,0.402,0.597,1.0,0.723,0.17,0.011644812
0.379,0.432,0.456,0.0,0.0,0.479,0.561,1.0,0.839,0.362,0.010740346
0.081,0.0,0.776,0.076,0.0,0.643,0.864,1.0,0.547,0.26,0.463595628
0.162,0.061,0.597,0.351,0.0,0.62,0.867,1.0,0.354,0.439,0.001303452
0.0,0.303,0.55,0.021,0.0,0.92,0.609,1.0,0.749,0.051,0.946018304
0.277,0.055,0.72,0.024,0.0,0.503,0.782,1.0,0.681,0.333,0.081968564
0.313,0.079,0.71,0.0,0.0,0.55,0.833,1.0,0.795,0.401,0.05001448
0.219,0.125,0.729,0.293,0.0,0.643,0.788,1.0,0.485,0.475,0.04576489
0.357,0.105,0.773,0.237,0.0,0.373,0.775,1.0,0.394,0.196,0.005554969
0.0,0.225,0.73,0.0,0.0,0.82,0.735,1.0,0.76,0.335,0.961958001
0.317,0.162,0.852,0.176,0.0,0.399,0.674,0.992,0.44,0.362,0.033405951
0.198,0.0,0.798,0.0,0.0,0.677,0.897,1.0,0.892,0.408,0.291932718
0.271,0.0,0.908,0.295,0.0,0.935,0.947,0.92,0.838,0.105,0.002997698
0.161,0.065,0.838,0.226,0.0,0.57,0.772,1.0,0.406,0.227,0.072244958
0.304,0.368,0.666,0.526,0.0,0.929,0.59,1.0,0.639,0.428,0.001734241
0.286,0.263,0.533,0.0,0.0,0.417,0.574,1.0,0.63,0.035,0.05474642
0.0,0.236,0.718,0.007,0.0,0.735,0.646,1.0,0.423,0.182,0.950449558
0.0,0.244,0.771,0.131,0.0,0.738,0.728,1.0,0.492,0.487,0.352998349
0.252,0.174,0.459,0.187,0.0,0.475,0.662,1.0,0.436,0.261,0.108105061
0.14,0.069,0.603,0.0,0.0,0.565,0.896,1.0,0.673,0.407,0.449648454
0.104,0.319,0.494,0.155,0.0,0.545,0.517,1.0,0.388,0.134,0.13672703
0.11,0.0,0.878,0.065,0.0,0.606,0.944,0.951,0.559,0.095,0.345529883
0.371,0.493,0.579,0.415,0.0,0.682,0.764,1.0,0.556,0.051,0.002341876
0.345,0.427,0.533,0.175,0.0,0.416,0.57,1.0,0.489,0.171,0.015027522
0.097,0.469,0.806,0.177,0.0,0.624,0.497,1.0,0.447,0.315,0.02222566
0.01,0.357,0.564,0.076,0.0,0.77,0.601,1.0,0.628,0.268,0.451368239
0.0,0.305,0.706,0.0,0.0,0.722,0.578,1.0,0.51,0.38,0.937440098
