0.216,0.222,0.236,0.224,0.204,0.744,0.167,0.659,0.889,0.276,0.459,0.623,0.776,0.437,0.0
0.071,0.156,0.202,0.201,0.18,0.563,0.708,0.745,0.584,0.486,0.898,0.344,0.927,0.953,0.0
0.198,0.015,0.224,0.267,0.234,0.108,0.27,0.548,0.192,0.241,0.373,0.456,0.512,0.99,0.0
0.579,0.203,0.402,0.021,0.718,0.552,0.345,0.928,0.843,0.435,0.885,0.971,0.944,0.427,0.0
0.2,0.536,0.46,0.353,0.014,0.584,0.007,0.242,0.659,0.731,0.767,0.264,0.669,0.242,0.0
0.781,0.477,0.47,0.005,0.545,0.784,0.434,0.845,0.691,0.774,0.987,0.656,0.998,0.46,0.0
0.047,0.149,0.427,0.807,0.085,0.712,0.419,0.542,0.202,0.673,0.909,0.585,0.9,0.668,0.0
0.567,0.04,0.147,0.439,0.388,0.277,0.103,0.973,0.955,0.264,0.577,0.944,0.637,0.192,0.0
0.322,0.388,0.146,0.158,0.113,0.171,0.189,0.423,0.846,0.799,0.557,0.283,0.781,0.959,0.0
0.499,0.312,0.017,0.209,0.07,0.156,0.143,0.521,0.488,0.584,0.576,0.461,0.763,0.774,0.0
0.374,0.326,0.732,0.131,0.398,0.19,0.474,0.752,0.629,0.849,0.573,0.935,0.25,0.862,0.0
0.205,0.062,0.037,0.098,0.317,0.27,0.003,0.389,0.542,0.229,0.602,0.955,0.785,0.221,0.0
0.261,0.609,0.817,0.191,0.194,0.434,0.268,0.4,0.701,0.925,0.207,0.488,0.539,0.924,0.0
0.699,0.499,0.148,0.433,0.151,0.281,0.435,0.783,0.516,0.992,0.867,0.303,0.638,0.891,0.0
0.412,0.625,0.612,0.07,0.701,0.181,0.111,0.636,0.698,0.862,0.947,0.947,0.807,0.809,0.0
0.283,0.427,0.45,0.088,0.573,0.364,0.413,0.345,0.674,0.765,0.767,0.897,0.41,0.832,0.0
0.014,0.123,0.239,0.418,0.434,0.063,0.013,0.596,0.87,0.399,0.609,0.442,0.754,0.747,0.0
0.025,0.101,0.783,0.027,0.501,0.401,0.158,0.238,0.48,0.971,0.26,0.983,0.794,0.779,0.0
0.278,0.088,0.133,0.347,0.333,0.23,0.464,0.302,0.512,0.389,0.507,0.801,0.971,0.954,0.0
0.188,0.514,0.438,0.054,0.166,0.199,0.294,0.44,0.842,0.708,0.117,0.866,0.896,0.46,0.0
0.143,0.515,0.021,0.503,0.195,0.081,0.392,0.357,0.668,0.703,0.691,0.346,0.498,0.611,0.0
0.427,0.376,0.675,0.013,0.154,0.225,0.151,0.957,0.843,0.975,0.433,0.773,0.528,0.932,3.8549e-05
0.552,0.305,0.099,0.084,0.258,0.589,0.905,0.736,0.854,0.402,0.293,0.816,0.666,0.937,0.0
0.198,0.039,0.13,0.126,0.052,0.475,0.713,0.729,0.923,0.837,0.362,0.315,0.91,0.777,0.0
0.037,0.729,0.015,0.188,0.681,0.458,0.144,0.673,0.812,0.167,0.807,0.884,0.878,0.285,0.0
0.011,0.459,0.399,0.095,0.407,0.593,0.157,0.671,0.675,0.886,0.962,0.611,0.683,0.23,0.0
0.113,0.447,0.042,0.248,0.234,0.331,0.168,0.798,0.827,0.163,0.317,0.758,0.623,0.572,0.0
0.213,0.31,0.699,0.304,0.673,0.367,0.598,0.682,0.718,0.908,0.771,0.92,0.584,0.972,0.0
0.347,0.394,0.485,0.425,0.092,0.618,0.223,0.843,0.861,0.847,0.831,0.147,0.914,0.465,0.0
0.428,0.241,0.685,0.876,0.137,0.116,0.859,0.892,0.866,0.92,0.947,0.194,0.296,0.896,0.0
0.243,0.048,0.268,0.024,0.084,0.292,0.433,0.808,0.627,0.822,0.929,0.601,0.643,0.787,0.0
0.024,0.019,0.917,0.406,0.649,0.269,0.053,0.221,0.196,0.947,0.689,0.828,0.776,0.458,0.0
