0.098,0.095,0.524,0.132,0.128,0.141,0.682,0.498,0.756,0.729,0.95,0.713,0.995,0.305,0.935,0.897,0.000235795
0.172,0.763,0.098,0.294,0.79,0.647,0.546,0.141,0.861,0.904,0.553,0.955,0.871,0.93,0.739,0.575,0.0
0.365,0.015,0.303,0.2,0.158,0.396,0.44,0.72,0.397,0.444,0.995,0.466,0.279,0.85,0.53,0.792,0.0
0.801,0.478,0.77,0.333,0.505,0.597,0.708,0.014,0.922,0.716,0.927,0.52,0.776,0.612,0.713,0.546,0.0
0.431,0.281,0.366,0.327,0.16,0.284,0.339,0.603,0.782,0.764,0.726,0.423,0.206,0.57,0.882,0.621,0.0
0.618,0.189,0.601,0.163,0.246,0.79,0.467,0.105,0.621,0.622,0.974,0.361,0.694,0.848,0.605,0.706,0.0
0.036,0.512,0.615,0.665,0.557,0.15,0.03,0.166,0.87,0.605,0.788,0.715,0.887,0.229,0.688,0.469,0.0
0.323,0.268,0.172,0.058,0.115,0.243,0.033,0.041,0.488,0.571,0.678,0.112,0.941,0.862,0.052,0.11,0.0
0.034,0.702,0.247,0.044,0.7,0.241,0.425,0.236,0.514,0.872,0.445,0.569,0.957,0.965,0.677,0.593,0.0
0.171,0.049,0.619,0.185,0.252,0.342,0.497,0.532,0.693,0.135,0.776,0.887,0.575,0.663,0.654,0.748,0.0
0.296,0.141,0.582,0.622,0.226,0.626,0.181,0.401,0.873,0.476,0.832,0.652,0.567,0.9,0.513,0.427,0.0
0.574,0.806,0.304,0.463,0.342,0.652,0.65,0.023,0.849,0.846,0.307,0.783,0.945,0.816,0.738,0.111,0.0
0.416,0.006,0.518,0.251,0.425,0.196,0.623,0.621,0.901,0.061,0.881,0.844,0.47,0.68,0.948,0.742,0.0
0.048,0.228,0.6,0.212,0.809,0.047,0.716,0.049,0.686,0.815,0.996,0.764,0.944,0.83,0.743,0.342,0.0
0.181,0.224,0.107,0.098,0.457,0.285,0.73,0.508,0.486,0.471,0.205,0.858,0.669,0.565,0.873,0.927,0.0
0.272,0.022,0.0,0.262,0.024,0.339,0.079,0.366,0.891,0.385,0.052,0.265,0.871,0.571,0.887,0.985,0.0
0.257,0.233,0.058,0.499,0.79,0.006,0.53,0.68,0.398,0.435,0.581,0.639,0.811,0.518,0.801,0.784,0.0
0.064,0.546,0.35,0.245,0.327,0.365,0.271,0.433,0.535,0.938,0.415,0.684,0.509,0.529,0.72,0.99,7.573e-05
0.59,0.386,0.418,0.632,0.215,0.119,0.852,0.483,0.751,0.431,0.717,0.876,0.445,0.235,0.967,0.526,0.0
0.208,0.043,0.034,0.46,0.606,0.224,0.071,0.039,0.286,0.71,0.433,0.701,0.85,0.705,0.114,0.355,0.0
0.166,0.141,0.166,0.703,0.478,0.316,0.036,0.162,0.902,0.336,0.824,0.975,0.853,0.982,0.474,0.432,0.0
0.147,0.447,0.555,0.659,0.423,0.01,0.001,0.161,0.373,0.851,0.997,0.847,0.464,0.724,0.203,0.449,0.0
0.743,0.605,0.183,0.445,0.008,0.22,0.805,0.45,0.787,0.751,0.551,0.663,0.011,0.686,0.981,0.833,0.0
0.076,0.407,0.541,0.604,0.513,0.027,0.712,0.16,0.528,0.526,0.883,0.759,0.734,0.647,0.732,0.309,0.0
0.456,0.761,0.024,0.387,0.923,0.096,0.291,0.204,0.561,0.96,0.83,0.474,0.975,0.208,0.751,0.308,0.0
0.243,0.035,0.42,0.018,0.32,0.042,0.109,0.168,0.457,0.752,0.768,0.486,0.823,0.914,0.487,0.643,0.0
0.203,0.0,0.035,0.274,0.32,0.009,0.216,0.315,0.865,0.201,0.915,0.437,0.697,0.606,0.664,0.607,8.0893e-05
0.33,0.222,0.408,0.095,0.137,0.513,0.353,0.494,0.896,0.326,0.914,0.805,0.619,0.561,0.743,0.512,0.0
0.514,0.78,0.052,0.758,0.262,0.163,0.453,0.236,0.698,0.949,0.309,0.903,0.31,0.374,0.459,0.889,0.0
0.483,0.392,0.022,0.343,0.054,0.395,0.553,0.075,0.928,0.406,0.629,0.557,0.228,0.901,0.939,0.705,0.0
0.147,0.601,0.014,0.467,0.571,0.38,0.005,0.01,0.328,0.961,0.878,0.55,0.612,0.833,0.745,0.887,0.0
0.12,0.21,0.214,0.011,0.316,0.153,0.326,0.647,0.23,0.993,0.676,0.552,0.318,0.632,0.916,0.878,2.7538e-05
0.282,0.381,0.647,0.015,0.199,0.17,0.137,0.22,0.93,0.404,0.948,0.412,0.386,0.979,0.46,0.76,0.0
0.019,0.02,0.184,0.233,0.444,0.88,0.349,0.086,0.94,0.729,0.991,0.724,0.572,0.978,0.595,0.765,0.0
0.536,0.066,0.118,0.01,0.59,0.194,0.115,0.346,0.928,0.833,0.423,0.309,0.943,0.385,0.996,0.534,0.0
0.566,0.253,0.153,0.566,0.538,0.168,0.693,0.283,0.961,0.776,0.197,0.679,0.782,0.943,0.964,0.802,0.0
0.437,0.184,0.114,0.751,0.187,0.414,0.307,0.006,0.522,0.987,0.774,0.905,0.639,0.528,0.757,0.163,0.0
0.288,0.352,0.048,0.111,0.633,0.354,0.274,0.93,0.643,0.976,0.551,0.932,0.681,0.355,0.649,0.991,0.0
