0.039,0.0,0.0,0.0,0.698,0.416,0.155,0.376,0.0
0.0,0.0,0.0,0.0,0.791,0.471,0.441,0.389,0.012518437
0.385,0.005,0.013,0.099,0.56,0.767,0.26,0.285,0.0
0.395,0.0,0.022,0.0,0.55,0.798,0.251,0.483,0.0
0.277,0.0,0.0,0.0,0.454,0.513,0.511,0.372,0.0
0.063,0.0,0.0,0.0,0.674,0.564,0.432,0.403,0.0
0.365,0.0,0.0,0.129,0.367,0.634,0.452,0.175,0.0
0.195,0.0,0.0,0.0,0.537,0.522,0.45,0.4,0.0
0.033,0.0,0.0,0.11,0.714,0.41,0.19,0.226,0.0
0.0,0.002,0.0,0.0,0.776,0.248,0.179,0.544,0.0
0.119,0.063,0.0,0.0,0.612,0.249,0.455,0.373,0.0
0.187,0.119,0.0,0.0,0.551,0.165,0.36,0.44,0.0
0.347,-0.0,0.0,0.074,0.385,0.312,0.158,0.229,0.0
0.15,0.085,0.0,0.0,0.586,0.165,0.266,0.258,0.0
0.0,0.082,0.032,0.034,0.756,0.246,0.271,0.319,0.0
0.176,0.0,0.006,0.035,0.572,0.407,0.206,0.351,0.0
0.0,0.11,0.0,0.0,0.854,0.14,0.492,0.504,0.0
0.298,0.0,0.0,0.0,0.361,0.421,0.332,0.258,0.0
0.357,0.0,0.0,0.0,0.401,0.347,0.473,0.5,0.0
0.0,0.054,0.0,0.0,0.766,0.257,0.175,0.402,0.0
0.058,0.266,0.0,0.0,0.587,0.607,0.466,0.387,0.0
0.229,0.0,0.0,0.0,0.517,0.275,0.179,0.63,0.0
0.048,0.0,0.0,0.0,0.705,0.364,0.49,0.473,0.0
0.342,0.302,0.0,0.195,0.685,0.536,0.339,0.336,0.0
0.308,0.0,0.0,0.0,0.575,0.789,0.816,0.492,0.0
0.088,0.055,0.0,0.009,0.554,0.339,0.587,0.077,0.0
0.0,0.168,0.0,0.0,0.698,0.232,0.533,0.196,0.0
0.0,0.14,0.0,0.0,0.798,1.0,0.566,0.334,0.0
0.0,0.336,0.0,0.0,0.637,0.414,0.346,0.37,0.0
0.361,0.088,0.0,0.063,0.397,0.162,0.487,0.281,0.0
0.221,0.065,0.0,0.0,0.424,0.147,0.152,0.315,0.0
0.214,0.0,0.0,0.0,0.428,0.444,0.485,0.54,0.0
0.0,0.0,0.0,0.0,0.808,0.382,0.177,0.447,0.012518437
