0.893,0.042,0.528,0.004,0.107,0.843,0.007,0.133,0.81,0.066,0.896,0.798,0.673,0.207,0.329,0.924,0.352,0.259,0.916,0.608,0.0
0.446,0.669,0.688,0.041,0.594,0.11,0.071,0.603,0.198,0.5,0.559,0.884,0.689,0.547,0.984,0.249,0.353,0.833,0.501,0.521,0.0
0.614,0.765,0.082,0.104,0.613,0.417,0.28,0.037,0.834,0.237,0.667,0.917,0.948,0.501,0.916,0.787,0.726,0.35,0.903,0.522,0.0
0.002,0.431,0.009,0.337,0.035,0.458,0.155,0.442,0.324,0.096,0.559,0.615,0.957,0.632,0.986,0.993,0.282,0.694,0.971,0.944,0.0
0.61,0.128,0.134,0.269,0.135,0.571,0.092,0.143,0.257,0.094,0.804,0.886,0.395,0.374,0.728,0.801,0.095,0.351,0.486,0.277,0.0
0.727,0.311,0.158,0.448,0.343,0.156,0.471,0.329,0.433,0.969,0.988,0.955,0.283,0.672,0.582,0.431,0.509,0.996,0.515,0.98,0.0
0.577,0.064,0.308,0.467,0.402,0.036,0.153,0.138,0.383,0.419,0.835,0.891,0.743,0.688,0.786,0.347,0.941,0.84,0.405,0.544,6.885e-06
0.425,0.25,0.138,0.557,0.192,0.137,0.022,0.3,0.248,0.206,0.954,0.902,0.9,0.633,0.57,0.837,0.166,0.498,0.661,0.985,0.0
0.766,0.68,0.793,0.271,0.536,0.4,0.211,0.287,0.182,0.476,0.835,0.973,0.906,0.657,0.992,0.552,0.668,0.457,0.422,0.641,0.0
0.551,0.245,0.356,0.309,0.351,0.601,0.16,0.45,0.314,0.096,0.589,0.484,0.802,0.922,0.882,0.652,0.893,0.952,0.665,0.685,1.721e-06
0.427,0.195,0.115,0.072,0.837,0.371,0.559,0.456,0.365,0.487,0.673,0.612,0.974,0.299,0.887,0.619,0.882,0.631,0.76,0.536,0.0
0.348,0.215,0.303,0.179,0.039,0.909,0.807,0.127,0.036,0.098,0.676,0.608,0.692,0.301,0.906,0.975,0.939,0.67,0.261,0.1,0.0
0.464,0.254,0.647,0.23,0.22,0.053,0.279,0.067,0.248,0.482,0.897,0.326,0.82,0.507,0.943,0.9,0.773,0.077,0.955,0.484,0.0
0.605,0.504,0.312,0.188,0.165,0.496,0.07,0.115,0.42,0.075,0.997,0.947,0.531,0.359,0.692,0.955,0.963,0.77,0.927,0.603,3.4423e-05
0.401,0.4,0.362,0.124,0.05,0.107,0.428,0.058,0.528,0.608,0.606,0.594,0.526,0.486,0.099,0.334,0.674,0.088,0.534,0.623,0.0
0.329,0.216,0.43,0.255,0.109,0.087,0.375,0.044,0.169,0.075,0.399,0.421,0.772,0.854,0.468,0.55,0.422,0.507,0.994,0.174,0.0
0.176,0.285,0.385,0.065,0.934,0.754,0.065,0.502,0.479,0.036,0.554,0.996,0.627,0.911,0.94,0.762,0.18,0.543,0.826,0.896,0.0
0.108,0.702,0.312,0.175,0.248,0.1,0.475,0.399,0.388,0.156,0.555,0.706,0.901,0.225,0.533,0.519,0.934,0.951,0.394,0.558,0.0
0.429,0.073,0.217,0.213,0.173,0.399,0.179,0.034,0.507,0.012,0.832,0.14,0.349,0.849,0.789,0.824,0.729,0.96,0.736,0.257,0.0
0.727,0.137,0.57,0.676,0.348,0.442,0.126,0.666,0.427,0.01,0.769,0.354,0.637,0.912,0.739,0.892,0.97,0.832,0.439,0.807,0.0
0.16,0.113,0.252,0.397,0.236,0.431,0.009,0.023,0.204,0.094,0.447,0.604,0.483,0.645,0.697,0.523,0.612,0.674,0.32,0.436,0.0
0.246,0.433,0.175,0.376,0.636,0.29,0.374,0.717,0.031,0.131,0.821,0.912,0.966,0.749,0.871,0.384,0.426,0.933,0.165,0.196,0.0
0.565,0.133,0.596,0.116,0.45,0.337,0.392,0.244,0.278,0.185,0.697,0.574,0.769,0.744,0.886,0.836,0.45,0.448,0.698,0.353,0.0
0.389,0.072,0.475,0.612,0.127,0.171,0.528,0.635,0.444,0.465,0.484,0.3,0.598,0.683,0.329,0.194,0.669,0.851,0.478,0.942,0.0
0.186,0.355,0.278,0.307,0.266,0.011,0.592,0.573,0.362,0.075,0.186,0.634,0.71,0.984,0.469,0.263,0.614,0.58,0.416,0.69,0.0
0.752,0.364,0.686,0.055,0.308,0.654,0.209,0.255,0.274,0.568,0.78,0.769,0.929,0.238,0.945,0.766,0.775,0.815,0.402,0.842,0.0
0.04,0.773,0.015,0.682,0.103,0.155,0.556,0.241,0.045,0.255,0.208,0.885,0.148,0.826,0.804,0.813,0.657,0.791,0.959,0.388,0.0
0.003,0.626,0.344,0.626,0.017,0.481,0.146,0.108,0.407,0.269,0.254,0.91,0.981,0.871,0.081,0.666,0.706,0.858,0.837,0.76,0.0
0.567,0.4,0.216,0.868,0.226,0.564,0.196,0.018,0.059,0.198,0.782,0.475,0.563,0.877,0.492,0.989,0.26,0.876,0.805,0.826,0.0
0.023,0.045,0.152,0.294,0.682,0.13,0.036,0.11,0.107,0.156,0.163,0.472,0.403,0.491,0.886,0.915,0.421,0.139,0.454,0.704,0.0
0.073,0.622,0.251,0.038,0.323,0.098,0.377,0.104,0.029,0.659,0.524,0.737,0.864,0.18,0.853,0.201,0.476,0.242,0.267,0.707,0.0
0.118,0.009,0.026,0.0,0.586,0.332,0.653,0.386,0.449,0.167,0.717,0.728,0.125,0.953,0.793,0.772,0.768,0.763,0.909,0.336,0.0
0.088,0.581,0.115,0.919,0.094,0.21,0.25,0.211,0.647,0.465,0.612,0.698,0.661,0.943,0.512,0.773,0.433,0.955,0.652,0.683,0.0
0.191,0.061,0.357,0.535,0.231,0.006,0.249,0.069,0.03,0.195,0.901,0.169,0.409,0.556,0.895,0.299,0.425,0.137,0.642,0.345,0.0
