0.27,0.617,0.364,0.455
0.464,0.768,0.385,0.849
0.176,0.42,0.331,0.709
0.419,0.754,0.477,0.513
0.304,0.594,0.224,0.468
0.526,0.992,0.639,0.808
0.238,0.454,0.524,0.754
0.095,0.537,0.255,0.501
0.461,0.937,0.349,0.443
0.641,0.931,0.467,0.639
0.256,0.594,0.406,0.468
0.411,0.689,0.237,0.496
0.091,0.539,0.444,0.652
0.43,0.772,0.316,0.57
0.562,1.0,0.157,0.492
0.404,0.886,0.252,0.746
0.445,0.719,0.556,0.81
0.059,0.229,0.405,0.791
0.513,0.813,0.18,0.348
0.412,0.84,0.242,0.678
0.202,0.29,0.213,0.412
0.347,0.365,0.081,0.218
0.0,0.404,0.263,0.489
0.392,0.646,0.347,0.688
0.551,0.941,0.364,0.462
0.602,0.776,0.451,0.535
0.382,0.602,0.52,0.712
0.608,0.71,0.551,0.639
0.477,0.587,0.43,0.537
0.27,0.606,0.261,0.617
0.509,0.937,0.276,0.528
0.346,0.828,0.284,0.318
0.341,0.661,0.358,0.56
0.431,0.901,0.434,0.746
0.438,0.784,0.387,0.681
0.6,0.722,0.246,0.72
0.458,0.47,0.714,0.938
0.446,0.667,0.378,0.79
0.479,0.859,0.34,0.619
0.424,0.698,0.494,0.542
0.195,0.395,0.448,0.726
0.507,0.767,0.148,0.502
0.874,1.0,0.64,0.715
0.174,0.634,0.569,0.697
0.325,0.809,0.507,0.941
0.499,0.641,0.477,0.695
0.156,0.53,0.578,0.95
0.398,0.74,0.178,0.266
0.322,0.576,0.138,0.5
0.212,0.692,0.738,1.0
0.128,0.436,0.487,0.691
0.699,0.761,0.356,0.534
0.236,0.596,0.423,0.901
0.372,0.468,0.378,0.429
0.261,0.455,0.413,0.473
0.025,0.183,0.724,0.956
0.58,0.632,0.194,0.484
0.397,0.443,0.46,0.82
0.632,0.934,0.634,0.794
0.15,0.538,0.461,0.725
0.209,0.359,0.245,0.309
0.309,0.495,0.29,0.668
0.257,0.395,0.561,0.659
0.528,0.57,0.246,0.634
0.392,0.496,0.309,0.658
0.433,0.689,0.218,0.31
0.555,0.691,0.209,0.295
0.179,0.273,0.002,0.412
0.348,0.552,0.437,0.717
0.714,0.864,0.034,0.38
0.572,0.856,0.54,0.726
0.625,0.837,0.426,0.796
0.485,0.625,0.41,0.687
0.453,0.873,0.396,0.642
0.186,0.304,0.56,0.966
0.365,0.789,0.206,0.628
0.438,0.54,0.33,0.785
0.342,0.666,0.525,0.833
0.37,0.386,0.666,0.806
0.739,0.885,0.364,0.634
0.367,0.425,0.643,0.835
0.279,0.531,0.654,1.0
0.358,0.447,0.013,0.335
0.505,0.515,0.403,0.485
0.432,0.931,0.168,0.601
0.562,0.563,0.242,0.696
0.118,0.61,0.629,1.0
0.15,0.39,0.389,0.707
0.37,0.615,0.929,0.933
0.189,0.481,0.614,0.742
0.179,0.285,0.454,0.655
0.401,0.413,0.908,0.914
0.376,0.504,0.416,0.672
0.242,0.442,0.489,0.5
0.772,0.8,0.532,0.926
0.212,0.674,0.58,0.682
0.261,0.537,0.684,1.0
0.69,0.927,0.292,0.708
0.714,0.742,0.194,0.495
0.059,0.555,0.282,0.746
0.253,0.481,0.637,0.817
0.559,0.672,0.599,0.599
0.337,0.369,0.281,0.681
0.305,0.707,0.496,0.642
0.587,0.603,0.25,0.252
0.263,0.407,0.501,0.963
0.44,0.554,0.442,0.814
0.519,0.747,0.234,0.66
0.513,0.747,0.518,0.98
0.483,0.738,0.115,0.583
0.032,0.426,0.595,0.707
0.0,0.179,0.212,0.47
0.399,0.813,0.104,0.453
0.172,0.621,0.441,0.789
0.467,0.859,0.273,0.284
0.296,0.708,0.31,0.53
0.465,0.952,0.398,0.572
0.51,0.688,0.555,0.985
0.19,0.378,0.488,0.918
0.394,0.856,0.614,0.708
0.252,0.736,0.483,0.483
0.294,0.558,0.809,1.0
0.198,0.467,0.209,0.569
0.146,0.186,0.432,0.63
0.518,0.528,0.338,0.674
0.42,0.62,0.232,0.48
0.302,0.379,0.486,0.615
0.212,0.598,0.304,0.632
0.635,0.873,0.286,0.574
0.4,0.466,0.117,0.611
0.441,0.872,0.391,0.775
0.604,0.716,0.431,0.536
0.077,0.429,0.0,0.393
