0.62,0.62,0.501,0.622,0.535,0.877,0.276,0.832,0.438,0.608,0.0,0.965,0.0
0.328,0.476,0.561,0.624,0.0,0.193,0.379,0.483,0.014,0.97,0.147,0.971,6.885e-06
0.19,0.691,0.046,0.683,0.54,0.572,0.542,0.74,0.21,0.79,0.206,0.7,6.885e-06
0.304,0.926,0.0,0.609,0.438,0.58,0.484,0.99,0.651,0.657,0.179,0.431,0.0
0.164,0.78,0.376,0.44,0.163,0.36,0.018,0.746,0.404,0.611,0.282,0.572,0.000512898
0.57,1.0,0.514,0.817,0.358,1.0,0.344,0.803,0.053,0.865,0.422,1.0,0.00127364
0.408,1.0,0.307,0.893,0.0,0.845,0.508,0.888,0.195,0.626,0.399,0.483,0.003667738
0.261,0.393,0.084,0.274,0.0,0.581,0.0,0.605,0.301,1.0,0.175,0.863,0.000748694
0.397,0.451,0.653,1.0,0.33,0.801,0.094,0.831,0.0,0.603,0.0,0.824,0.002103227
0.454,0.538,0.0,0.861,0.0,0.082,0.0,0.919,0.622,0.654,0.453,0.707,0.0
0.21,0.629,0.231,1.0,0.414,0.529,0.219,0.905,0.35,0.598,0.27,0.518,0.000974162
0.0,0.761,0.37,0.912,0.778,0.94,0.115,0.791,0.356,0.749,0.066,0.646,0.0
0.06,0.858,0.458,0.754,0.204,0.701,0.151,0.451,0.458,0.477,0.426,0.814,9.122e-05
0.0,0.57,0.171,0.719,0.435,0.553,0.798,0.806,0.352,0.516,0.772,1.0,0.0
0.48,0.574,0.362,1.0,0.529,0.607,0.094,0.552,0.496,0.702,0.19,0.802,0.000103268
0.0,0.861,0.288,0.352,0.0,0.453,0.491,0.543,0.0,0.713,0.353,1.0,0.000371765
0.357,0.631,0.412,0.502,0.431,0.796,0.237,0.888,0.283,0.651,0.281,0.394,6.1961e-05
0.244,0.924,0.348,0.558,0.125,0.185,0.331,0.574,0.193,1.0,0.37,0.43,0.000531831
0.077,0.351,0.0,0.71,0.532,0.629,0.0,0.725,0.391,0.495,0.282,0.946,0.0
0.091,0.994,0.364,0.424,0.267,0.993,0.145,1.0,0.744,1.0,0.229,0.838,0.0
0.244,0.866,0.514,0.824,0.321,0.739,0.411,0.768,0.436,0.606,0.251,0.998,0.000623051
0.183,0.835,0.247,0.623,0.089,0.961,0.183,1.0,0.44,0.796,0.366,0.654,0.003481856
0.0,0.711,0.202,0.976,0.042,0.954,0.549,0.753,0.466,0.522,0.317,0.499,0.000449216
0.0,0.712,0.169,0.585,0.065,0.842,0.024,0.822,0.0,0.792,0.497,0.799,0.057742353
0.2,0.96,0.794,0.893,0.224,0.899,0.373,0.873,0.291,1.0,0.122,0.607,0.00251802
0.487,1.0,0.499,0.554,0.067,0.945,0.463,0.877,0.537,0.631,0.534,0.562,0.0
0.518,0.611,0.352,0.398,0.225,0.693,0.003,0.781,0.23,1.0,0.0,0.63,0.003046409
0.0,0.84,0.085,0.731,0.765,0.789,0.425,0.815,0.812,0.895,0.014,0.736,0.0
0.075,0.758,0.098,0.72,0.379,0.976,0.196,0.58,0.68,0.684,0.554,0.614,0.0
0.307,0.674,0.656,0.676,0.414,0.836,0.0,0.89,0.469,0.897,0.024,1.0,7.0567e-05
0.034,0.838,0.0,0.763,0.578,0.656,0.485,0.637,0.275,0.505,0.356,1.0,0.0
0.444,0.798,0.28,0.68,0.248,0.502,0.728,0.8,0.157,0.504,0.095,0.777,0.000492245
0.149,1.0,0.316,1.0,0.0,0.536,0.716,0.899,0.313,0.771,0.316,1.0,0.002901833
0.377,0.933,0.0,0.566,0.6,0.788,0.293,1.0,0.485,0.523,0.0,0.863,3.442e-06
0.657,0.667,0.452,1.0,0.27,0.822,0.188,0.974,0.35,1.0,0.141,0.756,0.000459543
0.306,1.0,0.706,0.756,0.387,0.495,0.0,0.64,0.089,0.832,0.03,0.984,0.001647126
0.439,0.486,0.596,0.66,0.066,0.691,0.107,1.0,0.0,0.623,0.0,0.824,0.001132507
0.522,1.0,0.364,1.0,0.562,0.854,0.296,0.641,0.321,0.786,0.21,0.826,0.000127364
0.196,1.0,0.578,0.787,0.012,0.718,0.277,0.473,0.279,0.635,0.61,0.728,0.00051634
0.161,0.998,0.233,0.792,0.491,0.611,0.057,0.975,0.434,0.434,0.119,0.829,0.0
0.378,1.0,0.496,0.664,0.699,0.787,0.268,0.714,0.062,1.0,0.101,0.911,0.0
0.297,0.713,0.43,0.978,0.0,0.411,0.42,0.454,0.282,0.604,0.016,0.917,0.005261509
0.479,0.805,0.552,0.666,0.189,1.0,0.09,1.0,0.0,0.363,0.0,0.716,0.01257289
0.391,0.716,0.019,0.758,0.385,0.597,0.252,0.802,0.004,0.829,0.55,0.75,0.000664358
0.0,0.588,0.471,0.939,0.712,0.838,0.089,0.423,0.474,0.603,0.193,0.492,0.0
0.118,0.742,0.42,0.534,0.317,0.46,0.0,0.631,0.279,0.623,0.0,0.541,0.00597578
0.762,1.0,0.422,0.984,0.189,1.0,0.308,0.384,0.28,0.596,0.633,0.971,4.9913e-05
0.59,0.596,0.0,0.913,0.454,0.526,0.536,0.776,0.0,0.484,0.132,0.766,6.885e-06
0.251,0.912,0.0,0.511,0.35,0.761,0.379,0.567,0.141,0.998,0.523,0.695,0.000204815
0.592,0.906,0.55,0.661,0.765,0.908,0.389,0.799,0.269,1.0,0.083,0.947,0.0
0.331,0.923,0.515,0.574,0.021,0.809,0.416,0.86,0.166,0.728,0.266,0.544,0.001831287
0.0,0.835,0.244,0.619,0.333,0.821,0.389,1.0,0.408,0.822,0.0,0.73,0.002323532
0.09,0.579,0.257,0.874,0.141,0.163,0.138,0.883,0.383,0.59,0.401,0.775,5.8519e-05
0.508,1.0,0.04,0.343,0.365,0.369,0.479,0.549,0.257,1.0,0.052,0.776,0.0
0.44,0.856,0.446,0.74,0.519,1.0,0.164,0.916,0.438,0.626,0.126,0.346,0.000154902
