0.954,0.531,0.343,0.00125
0.214,0.313,0.71,0.99989
0.82,0.741,0.537,0.02594
0.471,0.979,0.935,0.61281
0.876,0.48,0.808,0.46945
0.54,0.729,1.107,1.0
0.627,0.656,1.077,1.0
0.934,0.323,0.248,0.0
0.331,0.956,1.158,1.0
0.191,0.348,0.101,0.0
0.109,0.513,0.675,0.99983
0.767,0.311,1.235,1.0
0.827,0.684,0.812,0.39453
0.606,0.246,0.538,0.98119
0.177,0.375,1.145,1.0
0.528,0.226,0.218,0.0278
0.758,0.053,1.285,1.0
0.521,0.982,0.692,0.06733
0.696,0.51,0.098,0.0
0.437,0.816,0.979,1.0
0.222,0.623,0.729,0.99999
1.0,0.678,0.43,0.00249
0.133,0.929,0.385,0.0
0.616,0.899,0.008,0.0
0.568,0.686,0.038,0.0
0.926,0.706,1.338,1.0
0.615,0.383,0.399,0.15691
0.117,0.145,0.345,0.96111
0.289,0.361,0.472,0.99918
0.028,0.298,0.625,0.99761
0.821,0.635,0.727,0.19884
0.132,0.372,1.19,1.0
0.283,0.495,0.952,1.0
0.695,0.166,0.861,1.0
0.315,0.753,0.632,0.46475
0.055,0.81,0.246,0.0
0.124,0.839,1.16,1.0
0.359,0.326,0.171,0.18589
0.857,0.052,0.523,0.0
0.494,0.054,0.835,0.99996
0.709,0.091,0.858,1.0
0.675,0.862,0.07,0.0
0.82,0.672,0.938,0.98748
0.284,0.209,0.886,0.99998
0.648,0.574,0.403,0.06152
0.186,0.909,0.688,0.20014
0.925,0.886,0.7,0.02321
0.837,0.206,0.149,0.0
0.817,0.861,1.226,1.0
0.32,0.454,0.747,1.0
0.569,0.124,0.661,0.99988
0.662,0.604,0.129,0.00403
0.919,0.526,1.248,1.0
1.0,0.377,0.057,0.0
0.021,0.221,0.854,0.99965
0.091,0.107,0.524,0.98849
0.749,0.034,0.501,0.0
0.136,0.302,1.261,1.0
0.411,0.49,0.38,0.39747
0.226,0.978,0.382,0.0
0.887,0.083,0.001,0.0
0.66,0.32,1.037,1.0
0.759,0.798,0.439,0.01162
0.773,0.572,0.551,0.08792
0.01,0.846,0.873,0.99999
0.456,0.77,1.375,1.0
0.246,0.631,1.381,1.0
0.659,0.806,0.525,0.04174
0.579,0.084,0.438,0.45685
0.087,0.764,0.04,0.0
0.275,0.749,0.01,0.0
0.073,0.153,0.174,0.81838
0.064,0.708,1.398,1.0
0.881,0.025,0.166,0.0
0.982,0.19,1.006,1.0
0.646,0.175,0.954,1.0
0.561,0.001,0.274,0.0
0.465,0.781,0.288,0.00837
0.175,0.653,1.031,1.0
0.916,0.771,1.108,0.98748
0.816,0.262,0.963,1.0
0.203,0.705,1.212,1.0
0.897,0.97,0.712,0.01802
0.177,0.406,0.666,0.99985
0.868,0.943,0.451,0.00222
0.169,0.083,0.421,0.97951
0.547,0.552,1.384,1.0
0.819,0.516,0.229,0.00125
0.891,0.191,0.926,1.0
0.798,0.93,0.283,0.00063
0.888,0.304,1.218,1.0
0.135,0.777,0.683,0.95954
0.767,0.499,0.098,0.0
0.312,0.133,0.119,0.0
0.171,0.338,1.131,1.0
0.315,0.06,0.327,0.96401
0.991,0.504,0.108,0.0
0.683,0.487,0.048,0.0
0.988,0.296,0.296,0.0
0.056,0.559,0.439,0.50843
0.357,0.02,0.138,0.0
0.132,0.333,0.537,0.99812
0.962,0.951,0.84,0.04441
0.075,0.755,0.217,0.0
0.613,0.139,0.593,0.98717
0.95,0.674,1.288,1.0
0.905,0.086,0.385,0.0
0.594,0.088,0.504,0.97985
0.357,0.936,1.063,1.0
0.529,0.524,0.376,0.12944
0.337,0.18,1.345,1.0
0.595,0.035,0.032,0.0
0.882,0.911,0.665,0.01904
0.586,0.277,0.496,0.58386
0.206,0.949,0.591,0.03297
0.954,0.218,1.33,1.0
0.825,0.028,1.118,1.0
0.818,0.012,1.297,1.0
0.685,0.434,1.284,1.0
0.314,0.832,0.651,0.35796
0.116,0.632,0.366,0.01924
0.349,0.891,1.137,1.0
0.089,0.429,1.039,1.0
0.598,0.283,0.137,0.0
0.355,0.267,1.176,1.0
0.545,0.197,0.628,0.99992
0.695,0.152,1.123,1.0
0.761,0.251,0.336,0.0
0.418,0.384,0.297,0.36189
0.669,0.3,0.795,1.0
0.502,0.97,1.369,1.0
0.737,0.742,0.289,0.0051
0.29,0.107,0.132,0.19314
0.165,0.33,1.159,1.0
0.665,0.564,0.717,0.6886
0.422,0.618,1.121,1.0
0.977,0.185,0.612,0.02458
0.213,0.64,1.051,1.0
0.57,0.738,0.795,0.93483
0.63,0.408,0.489,0.36451
0.724,0.252,1.007,1.0
0.176,0.21,0.093,0.36798
0.963,0.554,0.169,0.0
0.433,0.987,0.119,0.0
0.117,0.13,1.349,1.0
0.906,0.793,1.283,1.0
0.208,0.085,0.407,0.98117
0.749,0.432,0.295,0.01338
0.589,0.644,0.979,1.0
0.616,0.809,0.43,0.01963
0.169,0.932,1.242,1.0
0.046,0.868,0.686,0.3043
0.462,0.22,0.15,0.0
0.721,0.734,0.037,0.0003
0.885,0.705,0.511,0.01529
0.318,0.702,0.747,0.98748
0.768,0.026,1.128,1.0
0.815,0.691,0.558,0.04406
0.099,0.75,1.063,1.0
0.707,0.013,0.678,0.98697
0.552,0.308,0.399,0.41372
0.454,0.872,0.292,0.0
0.277,0.562,1.308,1.0
0.244,0.088,0.244,0.92015
0.707,0.486,1.268,1.0
0.724,0.42,1.121,1.0
0.46,0.196,0.609,0.99979
0.685,0.846,0.163,0.00055
0.561,0.449,0.693,0.98748
0.655,0.305,0.87,1.0
0.191,0.371,0.881,0.99999
0.045,0.105,0.141,0.57901
0.178,0.627,1.395,1.0
0.815,0.271,0.714,0.56968
0.527,0.427,0.569,0.98747
0.07,0.644,0.476,0.4009
0.069,0.475,1.31,1.0
0.943,0.975,0.084,1e-05
0.869,0.98,1.336,1.0
0.924,0.329,0.384,0.0
0.721,0.986,0.298,0.00052
0.199,0.889,0.895,0.98748
0.145,0.571,1.344,1.0
0.5,0.273,1.25,1.0
0.836,0.532,0.218,0.0004
0.681,0.447,0.898,1.0
0.048,0.416,0.271,0.31115
0.664,0.181,1.271,1.0
0.836,0.595,0.561,0.05626
0.329,0.977,0.339,0.0
0.18,0.586,0.633,0.99992
0.541,0.459,0.049,0.0
0.435,0.878,0.641,0.12894
0.176,0.857,1.227,1.0
0.242,0.58,0.518,0.98726
0.261,0.461,0.489,0.98698
0.659,0.425,0.469,0.1764
0.231,0.586,1.046,1.0
0.87,0.943,1.343,1.0
0.047,0.927,0.478,0.0
0.857,0.262,0.121,0.0
0.069,0.739,0.502,0.09218
0.126,0.233,1.046,1.0
0.767,0.929,0.975,0.43042
0.303,0.173,1.378,1.0
0.386,0.687,0.367,0.06357
0.882,0.635,0.235,0.00092
0.703,0.146,0.4,0.02768
0.953,0.023,1.319,1.0
0.472,0.395,0.79,1.0
