0.267,0.533,-0.436,-0.449,0.836,-0.514,0.441,-0.094,0.519,0.564
0.728,-0.0,0.583,0.758,0.979,0.775,0.106,-0.115,0.638,0.98457
-0.873,0.355,-0.361,-0.279,0.216,-0.353,-0.905,-0.62,-1.884,0.55601
-0.974,-0.278,-0.277,0.758,0.282,-0.298,0.543,0.641,0.594,0.22165
-0.299,-0.0,0.146,0.297,-0.376,-0.39,-0.689,0.521,-0.277,0.11813
0.678,-0.485,0.118,-0.51,-0.651,-0.379,-0.551,-0.741,-1.236,0.32616
0.114,0.786,-0.12,0.214,-0.332,-0.967,0.662,-0.802,-0.1,0.44235
-0.861,0.682,-0.629,0.618,0.534,-0.736,0.467,0.055,0.396,0.20554
0.151,0.861,0.636,0.282,-0.39,-0.476,-0.304,-0.588,-0.668,0.80234
-0.799,0.71,-0.25,-0.862,0.727,0.489,-0.478,0.208,-0.341,0.63367
-0.906,0.505,-0.609,0.069,0.301,-0.781,-0.98,0.46,-0.662,0.17013
0.231,-0.555,0.991,-0.74,0.004,0.071,0.011,-0.011,-0.08,0.62455
0.804,0.004,-0.686,0.458,-0.709,-0.032,0.699,0.136,0.92,0.48907
-0.621,0.299,-0.678,0.487,0.82,0.344,0.027,0.87,0.868,0.50657
-0.86,0.496,0.135,-0.465,0.541,0.657,-0.218,0.977,0.53,0.74811
0.237,-0.805,0.477,0.51,-0.659,0.544,0.356,-0.046,0.304,0.4821
-0.845,-0.027,0.151,-0.205,0.678,0.584,0.853,0.693,1.269,0.39962
0.622,0.985,-0.109,0.617,-0.126,0.666,-0.173,-0.033,0.269,0.95798
-0.885,0.163,-0.477,-0.801,0.68,-0.846,0.769,-0.728,-0.354,0.0874
0.511,-0.946,0.266,-0.112,0.937,0.393,-0.745,0.425,0.002,0.60171
0.374,-0.667,0.719,-0.284,0.571,0.935,-0.482,-0.72,-1.027,0.94782
0.563,0.487,0.625,-0.285,0.981,-0.881,0.32,-0.629,0.134,0.74074
-0.488,-0.397,0.772,0.674,0.265,0.63,-0.831,0.507,-0.202,0.65024
0.87,-0.741,0.069,0.235,-0.424,-0.983,0.372,-0.356,-0.618,0.84106
0.96,-0.241,-0.443,-0.674,0.775,0.443,0.233,-0.81,0.07,0.47921
-0.721,-0.036,-0.271,0.719,0.601,0.836,-0.825,-0.953,-1.598,0.77193
-0.784,0.708,-0.154,0.568,0.959,-0.472,-0.599,0.702,0.174,0.47044
-0.503,0.319,-0.286,-0.511,0.111,-0.797,-0.73,0.035,-0.717,0.07972
-0.827,0.695,-0.909,-0.016,0.146,-0.421,0.132,-0.766,-0.698,0.12114
0.767,0.558,-0.718,0.726,-0.531,-0.402,-0.708,-0.29,-0.681,0.74694
0.735,0.444,-0.402,-0.705,0.33,0.622,-0.339,-0.22,-0.138,0.90298
-0.17,-0.389,0.826,0.372,0.063,0.071,-0.013,0.662,0.589,0.59276
-0.757,-0.285,0.629,-0.177,-0.843,0.817,-0.232,0.242,-0.435,0.59977
-0.716,-0.48,0.657,0.154,0.85,0.068,-0.344,-0.356,-0.646,0.27137
-0.95,-0.532,-0.078,-0.674,0.28,0.048,-0.844,-0.823,-1.982,0.16119
-0.709,0.713,-0.806,0.082,-0.068,0.843,-0.55,0.459,-0.25,0.69367
-0.876,0.711,0.208,0.486,0.559,0.684,0.505,-0.818,-0.198,0.83027
0.232,0.387,-0.569,0.242,-0.61,0.056,0.985,0.772,1.696,0.28408
-0.879,-0.092,-0.251,0.496,0.012,-0.539,0.364,0.848,0.453,0.39158
0.762,0.756,0.24,-0.692,0.117,-0.325,0.059,0.03,0.379,0.8566
0.416,-0.272,0.644,0.574,-0.8,0.834,0.108,-0.517,-0.236,0.87526
0.279,0.057,0.143,0.072,-0.381,0.946,0.547,0.46,1.035,0.86556
0.589,0.047,-0.161,-0.787,0.76,0.122,-0.218,-0.091,-0.08,0.96541
0.292,-0.86,-0.258,0.415,-0.669,0.745,0.997,0.519,0.666,0.86294
0.375,0.325,0.29,-0.721,-0.304,-0.603,0.411,-0.561,0.02,0.16407
