0.716,-0.089,0.175,0.93553
-0.762,0.422,0.077,0.04474
-0.217,-0.312,-0.791,1.0
0.857,0.067,1.945,0.0
-0.709,-0.506,-1.375,1.0
-0.238,-0.453,-0.209,0.26763
-0.31,-0.689,-1.399,1.0
-0.722,0.54,1.639,0.0
-0.705,0.064,1.168,0.0
0.831,-0.958,1.099,0.0
-0.761,0.831,1.814,0.0
0.437,-0.994,0.405,0.00011
-0.498,-0.701,-0.781,0.75823
-0.192,-0.385,-1.301,1.0
0.563,0.324,1.166,0.0
-0.866,-0.148,-1.566,1.0
-0.938,0.535,0.091,0.04953
0.145,-0.769,0.008,0.13899
-0.293,0.621,1.758,0.0
-0.412,-0.115,-1.593,1.0
-0.529,-0.317,-0.977,1.0
-0.827,-0.435,-1.534,1.0
-0.723,0.708,1.746,0.0
-0.544,-0.513,-0.584,0.64627
0.002,0.587,0.594,0.0
-0.863,-0.842,-0.457,0.06871
0.026,-0.473,1.82,0.0
0.947,0.045,1.196,0.0
-0.983,-0.387,-0.544,0.18272
0.116,0.231,0.477,0.0
-0.645,0.286,1.361,0.0
0.195,-0.034,1.049,0.0
-0.534,-0.232,-0.608,0.98921
0.174,-0.516,1.887,0.0
0.93,-0.953,0.572,0.03249
-0.688,0.514,1.566,0.0
0.956,-0.137,0.673,0.03245
0.211,-0.96,1.44,0.0
-0.376,0.12,0.858,0.0
0.743,-0.081,1.462,0.0
-0.085,-0.109,-1.421,1.0
-0.334,-0.621,-1.158,1.0
0.413,-0.689,0.101,0.27264
-0.032,-0.828,-1.013,1.0
-0.96,0.485,0.093,0.03609
0.178,0.604,0.628,0.13307
-0.193,-0.136,-1.248,1.0
-0.377,0.924,0.131,0.49095
0.047,0.209,1.687,0.0
-0.578,-0.74,-0.695,0.61474
0.641,-0.757,1.144,0.0
0.855,-0.677,0.081,0.66199
-0.333,0.676,0.87,0.0
0.258,0.211,1.595,0.0
0.564,-0.455,0.042,0.67347
-0.777,-0.221,-1.653,1.0
-0.802,0.623,1.957,0.0
0.468,-0.8,1.234,0.0
0.782,0.815,0.314,0.98014
0.363,-0.184,0.828,0.0
-0.069,0.325,0.075,0.50767
-0.069,-0.252,-0.648,1.0
0.463,0.486,0.523,0.3556
0.723,-0.625,0.074,0.62162
0.492,0.85,1.947,0.0
0.947,-0.549,1.899,0.0
-0.643,0.727,1.204,0.0
0.81,-0.441,1.57,0.0
0.105,0.24,0.008,0.99992
0.91,-0.292,0.085,0.95014
-0.749,-0.831,-1.927,1.0
0.423,-0.9,0.739,0.0
-0.988,0.257,1.82,0.0
-0.768,0.67,0.868,0.0
0.783,-0.553,1.552,0.0
0.312,-0.284,0.813,0.0
-0.332,-0.458,-1.758,1.0
-0.978,-0.547,-1.617,1.0
0.625,0.924,0.036,0.99994
-0.778,0.595,0.167,0.067
-0.533,-0.499,-1.593,1.0
0.41,0.251,1.931,0.0
0.431,-0.977,0.131,0.1638
-0.558,0.012,1.532,0.0
0.42,0.561,0.135,0.99152
-0.484,0.85,0.936,0.0
-0.286,-0.464,-0.789,1.0
0.236,-0.313,0.381,0.0
0.498,0.439,1.657,0.0
0.861,-0.039,1.593,0.0
-0.801,0.682,0.236,0.06609
0.021,-0.784,0.966,0.0
0.826,0.056,0.074,0.99815
0.102,-0.03,1.405,0.0
0.738,0.52,0.211,0.98986
0.844,0.437,0.918,0.08325
0.644,-0.527,1.126,0.0
-0.635,-0.032,-1.73,1.0
-0.473,0.171,1.961,0.0
0.848,0.015,0.411,0.74569
-0.106,0.47,1.424,0.0
0.947,0.945,0.572,0.87522
-0.143,-0.812,-1.51,1.0
-0.82,0.081,0.672,0.0
0.052,-0.39,1.868,0.0
-0.22,0.278,1.887,0.0
-0.352,-0.197,-1.717,1.0
0.436,-0.19,0.817,0.0
0.489,-0.211,0.795,0.0
