-0.892,-0.229,0.205,0.719,-0.219,0.12447
-0.08,-0.931,0.473,-0.7,-0.266,0.30743
0.672,-0.402,-0.511,-0.797,-0.06,0.51813
0.995,0.109,0.238,-0.707,0.409,0.75448
0.974,0.532,-0.894,-0.07,0.401,0.74871
-0.402,0.946,0.437,-0.419,-0.072,0.77648
-0.927,-0.088,-0.715,-0.333,-0.425,0.01531
0.863,0.016,-0.085,0.742,0.428,0.83936
-0.523,-0.354,-0.132,0.339,-0.195,0.04699
-0.17,-0.13,0.722,-0.553,-0.118,0.56213
-0.275,-0.347,-0.374,0.521,-0.087,0.0729
-0.784,0.395,-0.269,-0.654,-0.366,0.33624
-0.97,0.385,0.371,-0.655,-0.383,0.41614
-0.912,0.386,0.909,0.947,-0.156,0.79005
0.255,0.063,-0.779,-0.744,-0.143,0.53529
0.911,-0.096,-0.223,0.312,0.365,0.7813
-0.685,0.206,0.377,0.093,-0.167,0.37195
-0.826,-0.647,-0.972,-0.741,-0.549,0.01464
0.155,-0.097,-0.143,0.709,0.149,0.43226
0.904,0.559,0.207,-0.995,0.273,0.90988
-0.753,-0.252,0.572,-0.857,-0.359,0.16442
-0.501,0.999,0.947,0.526,0.095,0.84437
-0.402,0.991,0.446,0.858,0.23,0.70278
0.064,0.319,0.132,-0.147,0.15,0.50636
-0.087,-0.191,0.037,0.815,-0.01,0.58592
0.447,0.391,0.666,0.093,0.315,0.97432
-0.325,0.572,0.622,-0.859,0.021,0.49461
-0.183,0.875,0.018,0.753,0.534,0.35457
-0.891,-0.09,-0.267,0.302,-0.34,0.07354
-0.158,-0.342,-0.258,-0.585,-0.238,0.1356
0.396,-0.168,0.787,-0.734,0.125,0.65756
-0.112,-0.285,-0.995,0.697,-0.198,0.36763
-0.097,0.159,0.139,0.224,0.013,0.88782
-0.405,0.916,-0.679,0.321,-0.028,0.56894
-0.632,0.656,0.18,0.664,0.053,0.51766
0.895,-0.789,0.96,0.978,0.413,0.67351
-0.599,-0.103,-0.895,-0.751,-0.417,0.03388
0.031,-0.184,0.021,-0.9,-0.226,0.55463
0.937,0.126,-0.424,-0.609,0.395,0.44843
0.847,0.063,-0.469,0.886,0.417,0.76526
-0.089,0.334,-0.816,0.282,-0.053,0.55913
0.026,-0.607,0.532,-0.545,-0.062,0.22919
-0.688,0.55,0.876,-0.179,-0.005,0.47771
-0.12,0.148,-0.396,0.211,0.074,0.04197
-0.782,-0.885,-0.02,0.928,-0.851,0.73488
-0.791,0.452,-0.533,0.354,-0.129,0.1959
-0.685,-0.919,0.817,-0.921,-0.396,0.1356
0.181,-0.821,-0.153,-0.152,-0.085,0.22946
-0.384,0.297,-0.528,-0.829,-0.274,0.33368
0.523,0.292,0.569,-0.441,0.532,0.28253
-0.985,0.323,-0.595,-0.159,-0.442,0.23493
0.059,0.264,-0.001,-0.71,0.08,0.29681
-0.459,-0.115,0.394,0.62,-0.133,0.59171
-0.325,-0.524,-0.467,0.582,-0.227,0.20959
0.757,-0.904,0.929,0.414,-0.015,0.8142
-0.388,0.824,-0.293,0.572,-0.084,0.83668
-0.52,-0.396,0.645,-0.42,-0.296,0.29228
-0.787,-0.047,0.259,-0.864,-0.288,0.07316
0.105,0.558,0.029,0.803,0.326,0.67518
0.66,0.628,-0.669,0.924,0.24,0.95138
0.337,-0.321,0.229,-0.089,0.051,0.62485
-0.736,-0.494,-0.374,-0.844,-0.487,0.04526
-0.689,-0.025,-0.79,0.184,-0.288,0.0156
-0.535,-0.739,-0.81,0.884,-0.634,0.55606
-0.458,-0.403,-0.583,0.285,-0.288,0.07567
-0.43,0.169,-0.529,0.619,-0.126,0.3681
-0.301,0.369,0.149,-0.745,-0.091,0.42962
-0.5,-0.071,-0.822,-0.761,-0.645,0.58483
0.733,0.22,0.896,-0.879,0.816,0.03898
0.64,0.263,-0.865,-0.968,-0.06,0.78204
-0.573,-0.665,-0.465,-0.794,-0.395,0.01828
0.193,0.453,-0.409,0.27,0.133,0.78575
-0.164,-0.008,-0.417,-0.603,-0.192,0.15179
-0.055,-0.807,0.506,-0.305,-0.144,0.30064
-0.819,-0.436,0.986,-0.519,-0.521,0.49044
0.714,0.549,0.875,0.098,0.89,0.4016
0.147,0.523,-0.447,-0.952,0.202,0.21426
-0.269,-0.133,-0.544,-0.607,-0.475,0.64953
0.871,-0.9,0.174,0.321,0.249,0.48814
-0.663,0.621,0.935,-0.616,-0.04,0.48932
0.687,0.353,0.417,-0.427,0.511,0.55079
0.465,-0.537,-0.769,-0.292,-0.617,0.96728
0.802,0.633,-0.066,0.673,0.64,0.74258
-0.58,0.258,0.249,0.963,0.066,0.3857
-0.787,0.502,0.391,-0.614,-0.156,0.31961
0.425,-0.954,-0.063,0.177,0.086,0.26163
-0.366,0.718,-0.728,0.593,-0.09,0.69034
0.611,-0.747,0.176,0.918,0.19,0.58433
-0.273,0.973,-0.572,0.254,0.438,0.27082
0.781,0.133,-0.184,0.492,0.494,0.63517
-0.265,0.286,0.201,0.304,0.029,0.6269
-0.688,0.509,0.454,-0.126,0.042,0.26176
0.005,-0.209,-0.023,0.636,-0.004,0.59356
-0.2,-0.903,-0.769,-0.133,-0.962,0.75183
-0.404,0.44,-0.819,0.583,-0.366,0.95427
0.4,0.656,-0.602,-0.192,0.52,0.24085
0.28,0.485,0.298,0.109,0.446,0.44686
-0.479,0.618,0.645,0.414,0.136,0.58051
0.618,-0.665,0.126,0.001,0.099,0.53469
0.985,0.864,-0.17,0.993,0.448,0.97555
-0.934,-0.872,-0.431,-0.629,-1.039,0.47425
0.847,-0.519,0.274,-0.368,0.249,0.5049
-0.105,0.165,0.038,-0.379,0.074,0.06383
0.353,-0.536,-0.236,0.421,-0.397,0.9745
-0.873,-0.856,0.693,0.936,-0.298,0.25542
0.653,-0.622,0.315,-0.679,0.115,0.40563
0.997,-0.412,0.165,-0.528,0.179,0.75593
-0.225,0.117,0.409,-0.594,-0.213,0.8274
0.067,-0.182,0.42,-0.943,0.037,0.11686
0.027,-0.537,-0.752,0.259,-0.184,0.27997
0.688,-0.772,0.672,0.042,0.182,0.57167
-0.553,0.025,-0.416,0.395,-0.218,0.15595
-0.65,0.295,0.796,-0.103,-0.023,0.31805
-0.659,-0.099,-0.607,-0.322,-0.409,0.06532
-0.37,0.167,0.366,-0.766,-0.116,0.29922
0.935,-0.265,0.401,0.212,0.448,0.71147
-0.722,0.8,-0.835,-0.781,0.068,0.09143
-0.257,0.671,0.655,0.435,0.424,0.38849
-0.288,0.798,0.646,0.058,0.431,0.35061
0.891,0.549,0.9,-0.713,0.977,0.22314
-0.775,0.046,-0.885,0.561,-0.41,0.28057
0.82,0.974,-0.625,-0.877,0.217,0.84604
0.721,0.062,-0.231,-0.344,0.206,0.83494
0.202,0.389,0.395,0.029,0.201,0.91751
0.968,-0.2,0.16,-0.413,0.201,0.91832
0.435,0.681,-0.46,0.262,0.39,0.58813
0.284,-0.35,-0.837,-0.216,-0.103,0.27154
-0.814,-0.554,0.272,0.399,-0.302,0.10635
0.735,0.805,-0.464,-0.44,0.438,0.63283
-0.137,0.259,0.982,0.94,0.201,0.8748
-0.543,0.959,-0.762,-0.935,-0.234,0.46581
-0.468,0.488,-0.53,0.892,-0.067,0.60941
-0.947,-0.446,-0.735,0.987,-0.36,0.07894
0.294,-0.672,0.92,-0.5,-0.527,0.98559
0.761,-0.893,-0.377,-0.271,-0.558,0.91783
-0.653,0.707,-0.381,0.254,-0.317,0.82775
-0.397,0.64,0.187,-0.812,-0.144,0.60706
0.439,0.234,0.875,-0.92,-0.057,0.98505
0.126,0.866,-0.446,-0.41,0.324,0.38317
-0.634,-0.551,-0.712,0.51,-0.777,0.71904
-0.21,-0.406,0.595,0.097,0.053,0.06699
-0.611,0.648,-0.886,0.812,-0.297,0.78229
0.929,0.951,-0.702,-0.529,0.77,0.35899
-0.657,-0.312,-0.182,-0.71,-0.342,0.02498
-0.448,0.12,0.03,0.498,-0.066,0.35778
-0.113,-0.472,-0.898,-0.711,-0.25,0.03575
0.676,0.828,-0.291,0.266,0.253,0.97465
0.654,-0.1,-0.397,-0.073,0.139,0.80182
-0.633,0.642,0.685,-0.622,-0.08,0.50752
0.636,0.625,0.815,0.575,0.861,0.52595
0.653,-0.605,0.767,-0.514,0.02,0.72598
-0.283,0.223,-0.978,-0.229,-0.185,0.16437
0.393,0.009,-0.435,-0.733,0.044,0.3501
-0.87,0.205,0.653,-0.901,-0.093,0.08262
-0.416,-0.013,-0.406,-0.886,-0.314,0.1106
0.933,0.227,-0.037,-0.343,0.303,0.94004
