0.098,0.756,0.095,0.729,0.524,0.95,0.132,0.713,0.128,0.995,0.141,0.305,0.682,0.935,0.498,0.897,0.000235795
0.172,0.861,0.763,0.904,0.098,0.553,0.294,0.955,0.79,0.871,0.647,0.93,0.546,0.739,0.141,0.575,0.0
0.365,0.397,0.015,0.444,0.303,0.995,0.2,0.466,0.158,0.279,0.396,0.85,0.44,0.53,0.72,0.792,0.0
0.801,0.922,0.478,0.716,0.77,0.927,0.333,0.52,0.505,0.776,0.597,0.612,0.708,0.713,0.014,0.546,0.0
0.431,0.782,0.281,0.764,0.366,0.726,0.327,0.423,0.16,0.206,0.284,0.57,0.339,0.882,0.603,0.621,0.0
0.618,0.621,0.189,0.622,0.601,0.974,0.163,0.361,0.246,0.694,0.79,0.848,0.467,0.605,0.105,0.706,0.0
0.036,0.87,0.512,0.605,0.615,0.788,0.665,0.715,0.557,0.887,0.15,0.229,0.03,0.688,0.166,0.469,0.0
0.323,0.488,0.268,0.571,0.172,0.678,0.058,0.112,0.115,0.941,0.243,0.862,0.033,0.052,0.041,0.11,0.0
0.034,0.514,0.702,0.872,0.247,0.445,0.044,0.569,0.7,0.957,0.241,0.965,0.425,0.677,0.236,0.593,0.0
0.171,0.693,0.049,0.135,0.619,0.776,0.185,0.887,0.252,0.575,0.342,0.663,0.497,0.654,0.532,0.748,0.0
0.296,0.873,0.141,0.476,0.582,0.832,0.622,0.652,0.226,0.567,0.626,0.9,0.181,0.513,0.401,0.427,0.0
0.574,0.849,0.806,0.846,0.304,0.307,0.463,0.783,0.342,0.945,0.652,0.816,0.65,0.738,0.023,0.111,0.0
0.416,0.901,0.006,0.061,0.518,0.881,0.251,0.844,0.425,0.47,0.196,0.68,0.623,0.948,0.621,0.742,0.0
0.048,0.686,0.228,0.815,0.6,0.996,0.212,0.764,0.809,0.944,0.047,0.83,0.716,0.743,0.049,0.342,0.0
0.181,0.486,0.224,0.471,0.107,0.205,0.098,0.858,0.457,0.669,0.285,0.565,0.73,0.873,0.508,0.927,0.0
0.272,0.891,0.022,0.385,0.0,0.052,0.262,0.265,0.024,0.871,0.339,0.571,0.079,0.887,0.366,0.985,0.0
0.257,0.398,0.233,0.435,0.058,0.581,0.499,0.639,0.79,0.811,0.006,0.518,0.53,0.801,0.68,0.784,0.0
0.064,0.535,0.546,0.938,0.35,0.415,0.245,0.684,0.327,0.509,0.365,0.529,0.271,0.72,0.433,0.99,7.573e-05
0.59,0.751,0.386,0.431,0.418,0.717,0.632,0.876,0.215,0.445,0.119,0.235,0.852,0.967,0.483,0.526,0.0
0.208,0.286,0.043,0.71,0.034,0.433,0.46,0.701,0.606,0.85,0.224,0.705,0.071,0.114,0.039,0.355,0.0
0.166,0.902,0.141,0.336,0.166,0.824,0.703,0.975,0.478,0.853,0.316,0.982,0.036,0.474,0.162,0.432,0.0
0.147,0.373,0.447,0.851,0.555,0.997,0.659,0.847,0.423,0.464,0.01,0.724,0.001,0.203,0.161,0.449,0.0
0.743,0.787,0.605,0.751,0.183,0.551,0.445,0.663,0.008,0.011,0.22,0.686,0.805,0.981,0.45,0.833,0.0
0.076,0.528,0.407,0.526,0.541,0.883,0.604,0.759,0.513,0.734,0.027,0.647,0.712,0.732,0.16,0.309,0.0
0.456,0.561,0.761,0.96,0.024,0.83,0.387,0.474,0.923,0.975,0.096,0.208,0.291,0.751,0.204,0.308,0.0
0.243,0.457,0.035,0.752,0.42,0.768,0.018,0.486,0.32,0.823,0.042,0.914,0.109,0.487,0.168,0.643,0.0
0.203,0.865,0.0,0.201,0.035,0.915,0.274,0.437,0.32,0.697,0.009,0.606,0.216,0.664,0.315,0.607,8.0893e-05
0.33,0.896,0.222,0.326,0.408,0.914,0.095,0.805,0.137,0.619,0.513,0.561,0.353,0.743,0.494,0.512,0.0
0.514,0.698,0.78,0.949,0.052,0.309,0.758,0.903,0.262,0.31,0.163,0.374,0.453,0.459,0.236,0.889,0.0
0.483,0.928,0.392,0.406,0.022,0.629,0.343,0.557,0.054,0.228,0.395,0.901,0.553,0.939,0.075,0.705,0.0
0.147,0.328,0.601,0.961,0.014,0.878,0.467,0.55,0.571,0.612,0.38,0.833,0.005,0.745,0.01,0.887,0.0
0.12,0.23,0.21,0.993,0.214,0.676,0.011,0.552,0.316,0.318,0.153,0.632,0.326,0.916,0.647,0.878,2.7538e-05
0.282,0.93,0.381,0.404,0.647,0.948,0.015,0.412,0.199,0.386,0.17,0.979,0.137,0.46,0.22,0.76,0.0
0.019,0.94,0.02,0.729,0.184,0.991,0.233,0.724,0.444,0.572,0.88,0.978,0.349,0.595,0.086,0.765,0.0
0.536,0.928,0.066,0.833,0.118,0.423,0.01,0.309,0.59,0.943,0.194,0.385,0.115,0.996,0.346,0.534,0.0
0.566,0.961,0.253,0.776,0.153,0.197,0.566,0.679,0.538,0.782,0.168,0.943,0.693,0.964,0.283,0.802,0.0
0.437,0.522,0.184,0.987,0.114,0.774,0.751,0.905,0.187,0.639,0.414,0.528,0.307,0.757,0.006,0.163,0.0
0.288,0.643,0.352,0.976,0.048,0.551,0.111,0.932,0.633,0.681,0.354,0.355,0.274,0.649,0.93,0.991,0.0
0.409,0.735,0.408,0.946,0.414,0.553,0.489,0.548,0.269,0.319,0.094,0.883,0.056,0.463,0.087,0.309,0.0
0.002,0.696,0.633,0.84,0.303,0.849,0.04,0.924,0.46,0.934,0.402,0.512,0.22,0.417,0.236,0.463,0.0
0.277,0.69,0.35,0.351,0.196,0.984,0.17,0.609,0.018,0.598,0.26,0.645,0.468,0.752,0.106,0.337,0.0
0.174,0.712,0.125,0.295,0.133,0.687,0.007,0.846,0.103,0.657,0.893,0.936,0.279,0.535,0.744,0.773,0.0
0.352,0.962,0.161,0.447,0.247,0.335,0.18,0.881,0.289,0.4,0.058,0.385,0.064,0.188,0.086,0.876,0.0
0.17,0.452,0.571,0.924,0.065,0.604,0.02,0.91,0.234,0.942,0.224,0.269,0.835,0.978,0.545,0.763,0.0
0.436,0.937,0.626,0.953,0.642,0.903,0.082,0.19,0.445,0.655,0.629,0.852,0.486,0.528,0.289,0.719,0.0
0.026,0.433,0.402,0.476,0.184,0.529,0.396,0.762,0.229,0.435,0.44,0.52,0.075,0.879,0.476,0.828,0.0
0.79,0.874,0.639,0.699,0.261,0.693,0.703,0.886,0.011,0.977,0.396,0.468,0.36,0.922,0.077,0.243,0.0
0.471,0.688,0.813,0.896,0.681,0.919,0.021,0.193,0.568,0.885,0.277,0.657,0.06,0.355,0.142,0.201,0.0
0.113,0.95,0.182,0.497,0.861,0.962,0.374,0.809,0.36,0.621,0.412,0.792,0.042,0.131,0.421,0.483,0.0
0.088,0.602,0.465,0.575,0.479,0.988,0.28,0.546,0.213,0.234,0.356,0.642,0.109,0.373,0.546,0.926,0.0
0.021,0.552,0.052,0.356,0.317,0.702,0.269,0.908,0.133,0.305,0.356,0.949,0.558,0.671,0.145,0.611,0.0
0.381,0.632,0.142,0.543,0.275,0.678,0.655,0.718,0.525,0.614,0.424,0.838,0.199,0.478,0.873,0.974,0.0
0.737,0.808,0.72,0.936,0.413,0.938,0.344,0.487,0.069,0.46,0.05,0.523,0.01,0.025,0.641,0.936,0.0
