0.754,0.774,0.366,0.369,0.116,0.417,0.075,0.461,0.0
0.147,0.422,0.694,0.856,0.818,0.985,0.492,0.536,0.0
0.024,0.715,0.296,0.557,0.427,0.463,0.631,0.76,0.0
0.374,0.661,0.072,0.907,0.073,0.923,0.664,0.89,0.0
0.364,0.466,0.759,0.855,0.194,0.63,0.267,0.499,0.0
0.246,0.728,0.401,0.945,0.441,0.739,0.355,0.569,0.0
0.873,0.979,0.014,0.191,0.296,0.362,0.203,0.934,0.0
0.121,0.648,0.606,0.886,0.795,0.871,0.477,0.937,0.0
0.119,0.954,0.075,0.448,0.1,0.644,0.273,0.663,0.0
0.43,0.902,0.385,0.465,0.354,0.866,0.171,0.333,0.0
0.522,0.949,0.447,0.854,0.476,0.608,0.435,0.628,0.0
0.033,0.584,0.376,0.995,0.066,0.342,0.674,0.919,0.0
0.603,0.791,0.204,0.353,0.417,0.659,0.263,0.763,0.0
0.133,0.266,0.308,0.376,0.228,0.941,0.715,0.721,0.0
0.166,0.189,0.378,0.569,0.07,0.353,0.908,0.978,0.0
0.284,0.514,0.566,0.741,0.437,0.635,0.17,0.538,0.0
0.463,0.551,0.139,0.817,0.012,0.659,0.913,0.915,0.0
0.034,0.31,0.808,0.962,0.377,0.518,0.88,0.981,0.0
0.277,0.739,0.085,0.651,0.797,0.841,0.53,0.723,0.0
0.76,0.996,0.355,0.576,0.532,0.693,0.601,0.807,0.0
0.161,0.638,0.648,0.994,0.095,0.387,0.094,0.941,0.0
0.473,0.959,0.838,0.981,0.325,0.559,0.014,0.226,0.0
0.297,0.788,0.266,0.374,0.486,0.864,0.165,0.508,0.0
0.073,0.368,0.245,0.859,0.249,0.32,0.126,0.697,0.0
0.603,0.878,0.384,0.388,0.677,0.946,0.289,0.674,0.0
0.144,0.47,0.193,0.274,0.31,0.605,0.262,0.299,0.0
0.61,0.721,0.768,0.925,0.102,0.232,0.046,0.534,0.0
0.685,0.918,0.406,0.694,0.086,0.706,0.679,0.878,0.0
0.043,0.8,0.243,0.758,0.291,0.947,0.021,0.887,0.440368166
0.604,0.899,0.057,0.806,0.526,0.559,0.144,0.439,0.0
0.12,0.824,0.595,0.989,0.712,0.828,0.753,0.851,0.0
0.331,0.398,0.666,0.862,0.257,0.893,0.338,0.66,0.0
0.581,0.833,0.744,0.99,0.594,0.971,0.345,0.765,8.192e-06
0.288,0.397,0.269,0.409,0.86,0.977,0.37,0.514,0.0
0.49,0.874,0.621,0.757,0.578,0.868,0.27,0.911,0.0
0.48,0.614,0.362,0.62,0.246,0.456,0.009,0.247,0.0
0.265,0.579,0.303,0.96,0.105,0.645,0.226,0.437,0.0
0.425,0.753,0.343,0.824,0.025,0.43,0.242,0.592,0.0
0.668,0.914,0.256,0.812,0.025,0.194,0.012,0.898,0.0
0.031,0.962,0.655,0.907,0.328,0.471,0.789,0.823,0.0
0.066,0.123,0.627,0.885,0.589,0.76,0.233,0.697,0.0
0.124,0.316,0.042,0.959,0.103,0.998,0.311,0.982,2.409e-06
0.402,0.948,0.563,0.86,0.09,0.094,0.408,0.744,0.0
0.28,0.893,0.639,0.948,0.79,0.838,0.415,0.547,0.0
0.391,0.865,0.125,0.58,0.365,0.59,0.305,0.793,0.0
0.626,0.852,0.164,0.853,0.456,0.881,0.054,0.099,0.0
0.021,0.738,0.389,0.464,0.426,0.716,0.213,0.859,0.0
0.199,0.49,0.374,0.971,0.579,0.746,0.418,0.476,0.0
0.479,0.648,0.331,0.664,0.199,0.971,0.213,0.506,0.005680737
0.705,0.795,0.017,0.663,0.671,0.784,0.452,0.821,0.0
0.139,0.884,0.033,0.35,0.497,0.97,0.092,0.211,0.0
