0.478,0.924,0.209,0.411,0.246,0.355,0.354,0.926,0.423,0.681,0.002313205
0.199,0.527,0.007,0.394,0.251,0.57,0.694,0.739,0.682,0.864,0.0
0.449,0.731,0.216,0.717,0.078,0.14,0.213,0.968,0.104,0.626,0.024483143
0.049,0.712,0.802,0.962,0.022,0.22,0.139,0.822,0.055,0.215,0.003387193
0.525,0.809,0.325,0.559,0.123,0.914,0.442,0.506,0.379,0.894,0.001404446
0.525,0.891,0.229,0.482,0.213,0.521,0.301,0.766,0.121,0.211,0.000967278
0.236,0.499,0.158,0.608,0.053,0.058,0.536,0.918,0.565,0.611,0.0
0.368,0.973,0.426,0.856,0.811,0.921,0.552,0.718,0.518,0.531,0.0
0.549,0.913,0.454,0.689,0.03,0.341,0.27,0.62,0.171,0.632,0.029312648
0.357,0.518,0.589,0.816,0.454,0.993,0.268,0.654,0.164,0.494,0.000197931
0.482,0.492,0.272,0.287,0.424,0.489,0.569,0.792,0.375,0.689,0.0
0.113,0.681,0.131,0.311,0.032,0.085,0.533,0.932,0.025,0.551,0.000201373
0.037,0.177,0.16,0.173,0.487,0.938,0.417,0.8,0.738,0.887,0.0
0.29,0.798,0.36,0.609,0.107,0.796,0.232,0.339,0.06,0.207,0.001614424
0.407,0.544,0.083,0.574,0.093,0.848,0.245,0.906,0.268,0.969,0.020145883
0.611,0.998,0.557,0.71,0.102,0.774,0.217,0.653,0.521,0.549,0.000120479
0.019,0.317,0.65,0.726,0.509,0.878,0.664,0.795,0.099,0.399,0.0
0.183,0.183,0.511,0.516,0.008,0.538,0.308,0.369,0.122,0.381,0.0
0.589,0.715,0.146,0.391,0.427,0.613,0.487,0.866,0.101,0.393,4.9913e-05
0.199,0.438,0.078,0.453,0.829,0.831,0.24,0.258,0.018,0.613,0.0
0.501,0.526,0.185,0.913,0.102,0.419,0.231,0.409,0.191,0.975,0.005394037
0.078,0.73,0.651,0.937,0.35,0.811,0.269,0.961,0.733,0.847,9.9826e-05
0.724,0.961,0.17,0.954,0.396,0.929,0.23,0.714,0.55,0.985,0.000165229
0.051,0.685,0.508,0.789,0.248,0.292,0.341,0.748,0.192,0.222,2.9259e-05
0.437,0.677,0.337,0.711,0.405,0.775,0.258,0.747,0.234,0.381,0.000771068
0.08,0.893,0.81,0.821,0.263,0.963,0.653,0.92,0.103,0.958,5.8519e-05
0.179,0.355,0.504,0.663,0.212,0.861,0.66,0.691,0.623,0.991,0.0
0.101,0.188,0.339,0.688,0.417,0.49,0.273,0.865,0.203,0.403,5.163e-06
0.291,0.782,0.006,0.018,0.203,0.99,0.183,0.248,0.225,0.948,0.000781395
0.356,0.362,0.847,0.948,0.233,0.491,0.566,0.8,0.174,0.553,0.0
0.083,0.894,0.481,0.582,0.054,0.829,0.445,0.59,0.423,0.799,0.000919086
0.143,0.431,0.047,0.777,0.166,0.786,0.303,0.342,0.398,0.733,0.000464706
0.012,0.843,0.276,0.473,0.415,0.905,0.054,0.304,0.427,0.496,0.000502571
0.469,0.899,0.347,0.655,0.162,0.368,0.028,0.243,0.402,0.412,9.122e-05
0.356,0.438,0.928,0.971,0.422,0.431,0.458,0.763,0.437,0.535,0.0
0.161,0.691,0.372,0.571,0.076,0.221,0.124,0.944,0.159,0.555,0.032279884
0.211,0.251,0.279,0.885,0.451,0.693,0.185,0.888,0.058,0.571,0.00022719
0.048,0.407,0.104,0.686,0.174,0.678,0.216,0.586,0.273,0.277,0.000110153
0.154,0.423,0.19,0.483,0.594,0.849,0.413,0.572,0.586,0.742,0.0
0.509,0.843,0.468,0.76,0.288,0.906,0.869,0.939,0.24,0.875,3.2702e-05
0.243,0.871,0.269,0.798,0.534,0.773,0.704,0.921,0.083,0.759,0.0
0.309,0.815,0.911,0.975,0.048,0.225,0.009,0.66,0.07,0.94,0.033787598
0.768,0.985,0.593,0.659,0.379,0.671,0.346,0.66,0.186,0.67,4.6471e-05
0.149,0.549,0.468,0.974,0.033,0.936,0.075,0.474,0.435,0.984,0.006442208
0.152,0.601,0.761,0.8,0.471,0.622,0.351,0.398,0.041,0.053,0.0
0.458,0.726,0.42,0.819,0.349,0.889,0.434,0.936,0.731,0.827,6.3682e-05
0.491,0.727,0.002,0.507,0.465,0.693,0.59,0.837,0.274,0.352,0.0
0.146,0.499,0.159,0.762,0.655,0.905,0.245,0.784,0.248,0.692,8.606e-06
0.14,0.742,0.536,0.625,0.472,0.86,0.555,0.555,0.555,0.681,0.0
0.638,0.877,0.869,0.943,0.01,0.31,0.137,0.736,0.123,0.294,0.006054952
0.828,0.923,0.421,0.771,0.952,0.965,0.418,0.614,0.417,0.619,0.0
0.195,0.541,0.209,0.254,0.489,0.575,0.06,0.589,0.244,0.574,0.000275382
0.372,0.998,0.563,0.621,0.22,0.693,0.483,0.916,0.648,0.988,1.549e-05
0.165,0.996,0.047,0.154,0.023,0.594,0.44,0.527,0.386,0.894,0.002586866
0.964,0.986,0.357,0.877,0.537,0.843,0.096,0.604,0.094,0.588,0.0
0.078,0.793,0.094,0.867,0.513,0.817,0.897,0.974,0.072,0.079,0.0
0.161,0.184,0.016,0.671,0.186,0.702,0.214,0.468,0.148,0.421,0.000148018
0.15,0.572,0.076,0.648,0.36,0.551,0.079,0.258,0.087,0.297,0.007612579
0.067,0.208,0.058,0.139,0.358,0.516,0.485,0.577,0.701,0.845,0.0
0.203,0.394,0.713,0.951,0.635,0.744,0.447,0.998,0.194,0.364,0.0
0.073,0.105,0.783,0.857,0.267,0.612,0.517,0.887,0.644,0.766,0.0
0.613,0.663,0.031,0.268,0.463,0.646,0.186,0.51,0.012,0.818,0.000292593
0.109,0.916,0.604,0.943,0.602,0.744,0.601,0.79,0.377,0.604,0.0
0.832,0.914,0.439,0.774,0.205,0.338,0.604,0.963,0.594,0.808,1.721e-06
0.501,0.799,0.435,0.608,0.052,0.74,0.069,0.107,0.148,0.509,0.005455997
0.291,0.795,0.208,0.232,0.285,0.697,0.572,0.719,0.243,0.946,3.098e-05
0.407,0.676,0.431,0.731,0.432,0.542,0.119,0.327,0.575,0.606,1.3769e-05
0.455,0.626,0.028,0.217,0.096,0.89,0.236,0.498,0.491,0.778,0.001170372
0.752,0.81,0.55,0.812,0.521,0.798,0.31,0.44,0.385,0.461,0.0
0.401,0.505,0.106,0.873,0.336,0.976,0.191,0.917,0.562,0.676,0.000206536
0.569,0.788,0.333,0.715,0.252,0.985,0.765,0.801,0.127,0.663,0.00016695
0.055,0.873,0.573,0.886,0.053,0.942,0.56,0.57,0.013,0.594,0.000564532
0.674,0.715,0.103,0.587,0.75,0.812,0.332,0.875,0.171,0.685,0.0
0.126,0.3,0.783,0.973,0.579,0.75,0.114,0.395,0.066,0.578,0.000115316
0.502,0.863,0.603,0.872,0.732,0.737,0.805,0.827,0.026,0.393,0.0
0.035,0.318,0.064,0.507,0.358,0.743,0.365,0.799,0.121,0.379,6.885e-06
0.368,0.91,0.503,0.778,0.002,0.591,0.434,0.727,0.134,0.867,0.01684991
0.023,0.563,0.418,0.506,0.193,0.209,0.031,0.408,0.298,0.559,0.000283987
0.551,0.835,0.635,0.66,0.075,0.194,0.506,0.679,0.65,0.708,1.721e-06
0.151,0.18,0.191,0.952,0.359,0.481,0.857,0.963,0.345,0.703,0.0
0.759,0.842,0.094,0.309,0.055,0.198,0.239,0.865,0.13,0.235,0.000208257
0.299,0.687,0.265,0.614,0.062,0.908,0.327,0.733,0.067,0.998,0.02807343
