0.893,0.896,0.042,0.798,0.528,0.673,0.004,0.207,0.107,0.329,0.843,0.924,0.007,0.352,0.133,0.259,0.81,0.916,0.066,0.608,0.0
0.446,0.559,0.669,0.884,0.688,0.689,0.041,0.547,0.594,0.984,0.11,0.249,0.071,0.353,0.603,0.833,0.198,0.501,0.5,0.521,0.0
0.614,0.667,0.765,0.917,0.082,0.948,0.104,0.501,0.613,0.916,0.417,0.787,0.28,0.726,0.037,0.35,0.834,0.903,0.237,0.522,0.0
0.002,0.559,0.431,0.615,0.009,0.957,0.337,0.632,0.035,0.986,0.458,0.993,0.155,0.282,0.442,0.694,0.324,0.971,0.096,0.944,0.0
0.61,0.804,0.128,0.886,0.134,0.395,0.269,0.374,0.135,0.728,0.571,0.801,0.092,0.095,0.143,0.351,0.257,0.486,0.094,0.277,0.0
0.727,0.988,0.311,0.955,0.158,0.283,0.448,0.672,0.343,0.582,0.156,0.431,0.471,0.509,0.329,0.996,0.433,0.515,0.969,0.98,0.0
0.577,0.835,0.064,0.891,0.308,0.743,0.467,0.688,0.402,0.786,0.036,0.347,0.153,0.941,0.138,0.84,0.383,0.405,0.419,0.544,6.885e-06
0.425,0.954,0.25,0.902,0.138,0.9,0.557,0.633,0.192,0.57,0.137,0.837,0.022,0.166,0.3,0.498,0.248,0.661,0.206,0.985,0.0
0.766,0.835,0.68,0.973,0.793,0.906,0.271,0.657,0.536,0.992,0.4,0.552,0.211,0.668,0.287,0.457,0.182,0.422,0.476,0.641,0.0
0.551,0.589,0.245,0.484,0.356,0.802,0.309,0.922,0.351,0.882,0.601,0.652,0.16,0.893,0.45,0.952,0.314,0.665,0.096,0.685,1.721e-06
0.427,0.673,0.195,0.612,0.115,0.974,0.072,0.299,0.837,0.887,0.371,0.619,0.559,0.882,0.456,0.631,0.365,0.76,0.487,0.536,0.0
0.348,0.676,0.215,0.608,0.303,0.692,0.179,0.301,0.039,0.906,0.909,0.975,0.807,0.939,0.127,0.67,0.036,0.261,0.098,0.1,0.0
0.464,0.897,0.254,0.326,0.647,0.82,0.23,0.507,0.22,0.943,0.053,0.9,0.279,0.773,0.067,0.077,0.248,0.955,0.482,0.484,0.0
0.605,0.997,0.504,0.947,0.312,0.531,0.188,0.359,0.165,0.692,0.496,0.955,0.07,0.963,0.115,0.77,0.42,0.927,0.075,0.603,3.4423e-05
0.401,0.606,0.4,0.594,0.362,0.526,0.124,0.486,0.05,0.099,0.107,0.334,0.428,0.674,0.058,0.088,0.528,0.534,0.608,0.623,0.0
0.329,0.399,0.216,0.421,0.43,0.772,0.255,0.854,0.109,0.468,0.087,0.55,0.375,0.422,0.044,0.507,0.169,0.994,0.075,0.174,0.0
0.176,0.554,0.285,0.996,0.385,0.627,0.065,0.911,0.934,0.94,0.754,0.762,0.065,0.18,0.502,0.543,0.479,0.826,0.036,0.896,0.0
0.108,0.555,0.702,0.706,0.312,0.901,0.175,0.225,0.248,0.533,0.1,0.519,0.475,0.934,0.399,0.951,0.388,0.394,0.156,0.558,0.0
0.429,0.832,0.073,0.14,0.217,0.349,0.213,0.849,0.173,0.789,0.399,0.824,0.179,0.729,0.034,0.96,0.507,0.736,0.012,0.257,0.0
0.727,0.769,0.137,0.354,0.57,0.637,0.676,0.912,0.348,0.739,0.442,0.892,0.126,0.97,0.666,0.832,0.427,0.439,0.01,0.807,0.0
0.16,0.447,0.113,0.604,0.252,0.483,0.397,0.645,0.236,0.697,0.431,0.523,0.009,0.612,0.023,0.674,0.204,0.32,0.094,0.436,0.0
0.246,0.821,0.433,0.912,0.175,0.966,0.376,0.749,0.636,0.871,0.29,0.384,0.374,0.426,0.717,0.933,0.031,0.165,0.131,0.196,0.0
0.565,0.697,0.133,0.574,0.596,0.769,0.116,0.744,0.45,0.886,0.337,0.836,0.392,0.45,0.244,0.448,0.278,0.698,0.185,0.353,0.0
0.389,0.484,0.072,0.3,0.475,0.598,0.612,0.683,0.127,0.329,0.171,0.194,0.528,0.669,0.635,0.851,0.444,0.478,0.465,0.942,0.0
0.186,0.186,0.355,0.634,0.278,0.71,0.307,0.984,0.266,0.469,0.011,0.263,0.592,0.614,0.573,0.58,0.362,0.416,0.075,0.69,0.0
0.752,0.78,0.364,0.769,0.686,0.929,0.055,0.238,0.308,0.945,0.654,0.766,0.209,0.775,0.255,0.815,0.274,0.402,0.568,0.842,0.0
0.04,0.208,0.773,0.885,0.015,0.148,0.682,0.826,0.103,0.804,0.155,0.813,0.556,0.657,0.241,0.791,0.045,0.959,0.255,0.388,0.0
0.003,0.254,0.626,0.91,0.344,0.981,0.626,0.871,0.017,0.081,0.481,0.666,0.146,0.706,0.108,0.858,0.407,0.837,0.269,0.76,0.0
0.567,0.782,0.4,0.475,0.216,0.563,0.868,0.877,0.226,0.492,0.564,0.989,0.196,0.26,0.018,0.876,0.059,0.805,0.198,0.826,0.0
0.023,0.163,0.045,0.472,0.152,0.403,0.294,0.491,0.682,0.886,0.13,0.915,0.036,0.421,0.11,0.139,0.107,0.454,0.156,0.704,0.0
0.073,0.524,0.622,0.737,0.251,0.864,0.038,0.18,0.323,0.853,0.098,0.201,0.377,0.476,0.104,0.242,0.029,0.267,0.659,0.707,0.0
0.118,0.717,0.009,0.728,0.026,0.125,0.0,0.953,0.586,0.793,0.332,0.772,0.653,0.768,0.386,0.763,0.449,0.909,0.167,0.336,0.0
0.088,0.612,0.581,0.698,0.115,0.661,0.919,0.943,0.094,0.512,0.21,0.773,0.25,0.433,0.211,0.955,0.647,0.652,0.465,0.683,0.0
0.191,0.901,0.061,0.169,0.357,0.409,0.535,0.556,0.231,0.895,0.006,0.299,0.249,0.425,0.069,0.137,0.03,0.642,0.195,0.345,0.0
0.018,0.405,0.501,0.789,0.672,0.726,0.052,0.071,0.068,0.395,0.241,0.712,0.116,0.8,0.101,0.498,0.469,0.667,0.065,0.623,0.0
0.525,0.913,0.564,0.943,0.639,0.889,0.355,0.603,0.233,0.996,0.816,0.84,0.113,0.335,0.271,0.834,0.604,0.841,0.226,0.983,0.0
0.103,0.473,0.115,0.99,0.075,0.333,0.191,0.29,0.661,0.869,0.093,0.945,0.151,0.879,0.099,0.733,0.025,0.354,0.324,0.963,0.0
0.083,0.421,0.04,0.532,0.219,0.53,0.513,0.863,0.07,0.554,0.775,0.919,0.141,0.903,0.023,0.168,0.107,0.826,0.165,0.818,0.0
0.556,0.76,0.02,0.663,0.527,0.823,0.698,0.984,0.256,0.3,0.609,0.691,0.515,0.909,0.354,0.968,0.197,0.944,0.422,0.712,0.0
0.326,0.863,0.043,0.448,0.154,0.373,0.499,0.953,0.42,0.483,0.628,0.684,0.634,0.659,0.0,0.818,0.696,0.984,0.215,0.396,0.0
0.189,0.309,0.046,0.577,0.224,0.87,0.661,0.907,0.546,0.867,0.036,0.807,0.732,0.838,0.189,0.657,0.038,0.49,0.071,0.792,0.0
0.109,0.196,0.751,0.917,0.652,0.772,0.315,0.383,0.586,0.99,0.456,0.475,0.351,0.707,0.848,0.987,0.705,0.923,0.066,0.361,0.0
0.539,0.637,0.122,0.876,0.477,0.996,0.049,0.776,0.238,0.458,0.857,0.93,0.855,0.875,0.069,0.371,0.215,0.352,0.458,0.779,0.0
0.05,0.98,0.337,0.6,0.193,0.449,0.287,0.479,0.149,0.548,0.296,0.601,0.679,0.858,0.562,0.651,0.712,0.748,0.037,0.969,0.0
0.158,0.303,0.534,0.777,0.696,0.961,0.378,0.939,0.299,0.577,0.298,0.896,0.063,0.675,0.278,0.687,0.229,0.28,0.31,0.397,0.0
0.487,0.788,0.813,0.967,0.141,0.646,0.578,0.865,0.665,0.829,0.567,0.698,0.128,0.356,0.361,0.693,0.135,0.779,0.06,0.897,0.0
0.026,0.771,0.108,0.136,0.236,0.769,0.171,0.856,0.576,0.718,0.394,0.771,0.743,0.935,0.575,0.656,0.066,0.954,0.652,0.877,0.0
0.26,0.325,0.609,0.905,0.308,0.827,0.337,0.448,0.553,0.89,0.469,0.474,0.071,0.77,0.642,0.885,0.416,0.488,0.242,0.614,0.0
0.653,0.926,0.103,0.866,0.224,0.239,0.885,0.907,0.291,0.965,0.011,0.255,0.612,0.942,0.012,0.318,0.428,0.985,0.646,0.935,0.0
0.374,0.687,0.688,0.909,0.69,0.885,0.248,0.533,0.01,0.943,0.607,0.609,0.087,0.228,0.642,0.823,0.573,0.738,0.905,0.968,0.0
0.131,0.542,0.475,0.87,0.338,0.829,0.539,0.99,0.349,0.942,0.443,0.445,0.612,0.896,0.578,0.619,0.745,0.763,0.147,0.754,0.0
0.024,0.898,0.741,0.787,0.379,0.93,0.568,0.919,0.346,0.86,0.391,0.771,0.274,0.507,0.393,0.515,0.427,0.585,0.344,0.605,0.0
0.117,0.999,0.071,0.696,0.151,0.318,0.495,0.708,0.539,0.705,0.71,0.759,0.062,0.742,0.021,0.292,0.67,0.923,0.424,0.508,0.0
0.544,0.762,0.884,0.89,0.195,0.956,0.579,0.705,0.432,0.6,0.804,0.949,0.632,0.711,0.474,0.932,0.141,0.339,0.605,0.83,0.0
0.241,0.255,0.481,0.881,0.846,0.868,0.714,0.816,0.036,0.73,0.457,0.633,0.39,0.494,0.354,0.486,0.713,0.893,0.295,0.905,0.0
0.127,0.884,0.221,0.837,0.262,0.41,0.383,0.584,0.056,0.057,0.223,0.755,0.156,0.871,0.2,0.913,0.72,0.85,0.65,0.974,0.0
0.166,0.508,0.125,0.475,0.12,0.538,0.119,0.707,0.534,0.7,0.281,0.897,0.936,0.983,0.339,0.863,0.684,0.773,0.367,0.5,0.0
0.162,0.91,0.564,0.609,0.001,0.574,0.364,0.499,0.268,0.936,0.386,0.429,0.485,0.813,0.901,0.956,0.294,0.822,0.066,0.972,0.0
0.448,0.714,0.317,0.833,0.061,0.213,0.156,0.592,0.395,0.875,0.346,0.436,0.188,0.503,0.251,0.786,0.706,0.779,0.634,0.708,0.0
0.099,0.632,0.042,0.697,0.174,0.579,0.172,0.644,0.124,0.847,0.573,0.892,0.71,0.8,0.211,0.562,0.438,0.533,0.307,0.697,0.0
0.565,0.935,0.084,0.547,0.055,0.803,0.026,0.249,0.694,0.764,0.137,0.391,0.94,0.95,0.442,0.67,0.022,0.809,0.097,0.385,0.0
0.035,0.647,0.258,0.697,0.066,0.824,0.037,0.937,0.514,0.784,0.221,0.741,0.502,0.899,0.074,0.443,0.777,0.858,0.758,0.933,0.0
0.324,0.724,0.493,0.905,0.323,0.914,0.405,0.867,0.267,0.434,0.746,0.936,0.092,0.113,0.372,0.881,0.665,0.75,0.658,0.996,0.0
0.118,0.867,0.65,0.933,0.266,0.768,0.381,0.537,0.453,0.81,0.705,0.963,0.426,0.964,0.207,0.812,0.651,0.838,0.519,0.76,0.0
0.29,0.68,0.038,0.936,0.093,0.201,0.72,0.968,0.284,0.799,0.246,0.511,0.297,0.768,0.549,0.726,0.406,0.982,0.24,0.259,0.0
0.036,0.663,0.095,0.246,0.74,0.756,0.28,0.401,0.168,0.675,0.055,0.487,0.585,0.991,0.114,0.155,0.269,0.696,0.186,0.218,0.0
0.367,0.563,0.059,0.843,0.318,0.905,0.13,0.95,0.191,0.858,0.124,0.728,0.062,0.812,0.141,0.391,0.419,0.71,0.023,0.174,0.0
0.246,0.31,0.44,0.941,0.196,0.212,0.793,0.84,0.018,0.369,0.375,0.898,0.595,0.632,0.75,0.969,0.279,0.289,0.386,0.928,0.0
0.66,0.676,0.585,0.788,0.314,0.548,0.297,0.64,0.229,0.345,0.461,0.635,0.189,0.725,0.03,0.803,0.287,0.749,0.532,0.637,0.0
0.357,0.509,0.311,0.86,0.055,0.884,0.256,0.898,0.115,0.733,0.295,0.614,0.519,0.999,0.131,0.151,0.077,0.32,0.153,0.707,0.0
0.928,0.944,0.339,0.812,0.694,0.77,0.785,0.867,0.577,0.924,0.658,0.842,0.32,0.396,0.066,0.587,0.484,0.705,0.326,0.739,0.0
0.206,0.361,0.738,0.985,0.168,0.283,0.132,0.489,0.194,0.917,0.217,0.498,0.706,0.803,0.32,0.654,0.241,0.25,0.853,0.908,0.0
0.664,0.763,0.787,0.954,0.142,0.798,0.035,0.575,0.183,0.643,0.208,0.324,0.032,0.301,0.594,0.6,0.287,0.97,0.066,0.73,0.0
0.062,0.366,0.028,0.239,0.792,0.825,0.116,0.177,0.008,0.954,0.183,0.801,0.309,0.313,0.349,0.873,0.338,0.941,0.183,0.477,0.0
0.19,0.966,0.091,0.206,0.201,0.426,0.318,0.447,0.579,0.666,0.263,0.963,0.268,0.32,0.114,0.993,0.314,0.911,0.412,0.715,0.0
0.286,0.674,0.191,0.553,0.204,0.401,0.87,0.942,0.331,0.758,0.606,0.691,0.277,0.64,0.583,0.703,0.205,0.237,0.544,0.968,0.0
0.45,0.532,0.072,0.994,0.541,0.646,0.129,0.551,0.811,0.964,0.046,0.938,0.155,0.859,0.198,0.508,0.898,0.929,0.301,0.893,0.0
0.198,0.458,0.055,0.488,0.212,0.493,0.548,0.859,0.094,0.268,0.622,0.739,0.234,0.727,0.646,0.961,0.054,0.529,0.086,0.399,0.0
0.231,0.971,0.126,0.535,0.955,0.965,0.085,0.689,0.988,0.998,0.14,0.489,0.005,0.304,0.0,0.743,0.255,0.786,0.245,0.368,0.0
0.21,0.766,0.553,0.916,0.011,0.989,0.249,0.333,0.502,0.813,0.081,0.341,0.289,0.903,0.491,0.959,0.739,0.882,0.099,0.615,0.000256449
0.333,0.767,0.569,0.79,0.313,0.921,0.18,0.787,0.777,0.887,0.373,0.522,0.629,0.701,0.479,0.529,0.244,0.475,0.444,0.774,0.0
0.305,0.896,0.081,0.975,0.486,0.859,0.757,0.969,0.252,0.855,0.782,0.829,0.188,0.952,0.326,0.346,0.066,0.263,0.734,0.924,0.0
0.505,0.848,0.591,0.755,0.133,0.871,0.213,0.28,0.43,0.696,0.206,0.282,0.184,0.873,0.332,0.746,0.698,0.808,0.563,0.599,0.0
0.126,0.24,0.322,0.75,0.706,0.932,0.37,0.869,0.518,0.76,0.197,0.743,0.552,0.869,0.227,0.769,0.595,0.942,0.125,0.745,0.0
0.38,0.941,0.825,0.886,0.337,0.928,0.029,0.731,0.584,0.593,0.212,0.675,0.674,0.774,0.323,0.806,0.42,0.554,0.061,0.542,0.0
0.352,0.59,0.095,0.118,0.164,0.788,0.134,0.587,0.342,0.596,0.806,0.905,0.049,0.531,0.394,0.632,0.623,0.793,0.394,0.738,0.0
0.077,0.353,0.253,0.82,0.341,0.71,0.369,0.838,0.796,0.817,0.434,0.611,0.08,0.645,0.103,0.368,0.491,0.577,0.101,0.892,0.0
0.009,0.176,0.161,0.846,0.317,0.579,0.271,0.528,0.167,0.933,0.54,0.925,0.415,0.767,0.303,0.728,0.418,0.44,0.097,0.165,0.0
0.044,0.184,0.54,0.993,0.674,0.939,0.824,0.889,0.293,0.377,0.536,0.688,0.292,0.845,0.258,0.607,0.136,0.694,0.054,0.209,0.0
0.206,0.716,0.285,0.869,0.618,0.711,0.48,0.661,0.023,0.067,0.008,0.278,0.1,0.388,0.084,0.609,0.642,0.662,0.017,0.461,0.0
0.385,0.451,0.377,0.964,0.179,0.829,0.207,0.929,0.542,0.828,0.069,0.123,0.71,0.788,0.846,0.927,0.237,0.67,0.669,0.984,0.0
0.092,0.989,0.453,0.805,0.46,0.618,0.234,0.37,0.013,0.094,0.036,0.076,0.252,0.323,0.536,0.636,0.172,0.918,0.077,0.611,0.0
0.233,0.904,0.105,0.516,0.721,0.82,0.919,0.984,0.024,0.261,0.15,0.995,0.093,0.797,0.139,0.336,0.032,0.318,0.626,0.949,0.0
