0.335,0.878,0.068,0.541,0.209,0.754,0.488,0.54,0.003832967
0.02,0.987,0.926,0.97,0.037,0.591,0.377,0.719,0.005888002
0.071,0.636,0.041,0.673,0.028,0.158,0.611,0.994,0.001075709
0.39,0.859,0.469,0.746,0.668,0.96,0.143,0.401,1.8932e-05
0.212,0.382,0.327,0.811,0.066,0.277,0.245,0.867,0.002146255
0.01,0.361,0.249,0.699,0.007,0.366,0.034,0.46,0.016256119
0.338,0.362,0.352,0.82,0.492,0.997,0.22,0.355,5.3355e-05
0.16,0.702,0.4,0.763,0.1,0.127,0.11,0.256,0.005614342
0.618,0.864,0.176,0.95,0.52,0.867,0.192,0.837,0.000765905
0.878,0.928,0.051,0.346,0.165,0.913,0.358,0.71,9.8105e-05
0.294,0.705,0.159,0.454,0.226,0.767,0.095,0.547,0.07256993
0.604,0.958,0.238,0.268,0.54,0.721,0.019,0.898,0.000108431
0.728,0.926,0.439,0.974,0.05,0.612,0.172,0.189,0.000874337
0.144,0.241,0.184,0.474,0.232,0.763,0.406,0.852,0.0
0.331,0.581,0.194,0.609,0.426,0.737,0.302,0.397,0.000452658
0.211,0.851,0.041,0.982,0.141,0.788,0.299,0.349,0.040987105
0.311,0.389,0.119,0.401,0.113,0.449,0.359,0.922,0.000678127
0.104,0.726,0.45,0.541,0.199,0.43,0.061,0.483,0.019047799
0.834,0.973,0.87,0.887,0.755,0.83,0.355,0.434,0.0
0.481,0.687,0.185,0.903,0.244,0.78,0.285,0.906,0.025720639
0.636,0.907,0.733,0.882,0.093,0.148,0.6,0.622,6.1961e-05
0.615,0.93,0.213,0.473,0.684,0.861,0.5,0.759,0.0
0.25,0.463,0.563,0.78,0.44,0.726,0.271,0.347,0.000196209
0.068,0.539,0.46,0.826,0.173,0.801,0.247,0.365,0.006378526
0.165,0.524,0.262,0.843,0.504,0.516,0.196,0.572,0.000259891
0.208,0.456,0.275,0.353,0.616,0.701,0.141,0.537,1.0327e-05
0.369,0.958,0.022,0.18,0.091,0.103,0.859,0.969,0.0
0.672,0.881,0.945,0.984,0.6,0.969,0.288,0.846,0.0
0.574,0.582,0.719,0.998,0.274,0.732,0.538,0.73,5.163e-06
0.57,0.814,0.11,0.405,0.334,0.775,0.858,0.896,0.0
0.105,0.382,0.514,0.574,0.635,0.764,0.487,0.518,0.0
0.612,0.979,0.307,0.878,0.066,0.558,0.318,0.617,0.039587823
0.088,0.098,0.223,0.586,0.015,0.598,0.852,0.901,0.0
0.217,0.881,0.173,0.87,0.469,0.774,0.248,0.481,0.003464644
0.419,0.863,0.856,0.874,0.263,0.323,0.402,0.523,0.000118758
0.458,0.522,0.529,0.868,0.544,0.978,0.047,0.346,0.000493966
0.793,0.896,0.094,0.607,0.693,0.988,0.374,0.38,0.0
