0.347,0.612,0.115,0.429,0.198,0.323,0.068038182
0.012,0.27,0.546,0.728,0.674,0.809,0.0
0.696,0.698,0.272,0.707,0.62,0.982,1.721e-06
0.454,0.821,0.077,0.511,0.147,0.738,0.268206164
0.167,0.537,0.093,0.261,0.726,0.93,2.4096e-05
0.379,0.65,0.133,0.469,0.181,0.69,0.14007456
0.643,0.909,0.148,0.618,0.075,0.68,0.119522488
0.517,0.769,0.41,0.879,0.652,0.975,7.0567e-05
0.453,0.532,0.246,0.463,0.246,0.514,0.01233021
0.272,0.99,0.192,0.298,0.398,0.451,0.003507673
0.029,0.557,0.311,0.492,0.769,0.976,1.2048e-05
0.02,0.799,0.316,0.734,0.668,0.687,1.549e-05
0.06,0.126,0.005,0.884,0.124,0.919,0.00571761
0.053,0.8,0.494,0.885,0.002,0.202,0.124491405
0.88,0.983,0.409,0.894,0.741,0.768,0.0
0.006,0.131,0.5,0.579,0.032,0.909,0.000117037
0.318,0.606,0.984,0.991,0.07,0.997,0.003523163
0.337,0.691,0.133,0.493,0.415,0.67,0.013044481
0.468,0.794,0.43,0.805,0.153,0.893,0.116281591
0.84,0.985,0.039,0.57,0.266,0.603,0.000757299
0.447,0.487,0.453,0.517,0.055,0.658,0.002645384
0.045,0.9,0.294,0.339,0.039,0.061,0.002802008
0.198,0.51,0.63,0.93,0.78,0.793,3.442e-06
0.306,0.529,0.831,0.978,0.134,0.677,0.034171411
0.056,0.261,0.703,0.845,0.618,0.781,8.7778e-05
0.678,0.966,0.488,0.769,0.004,0.315,0.029846199
0.047,0.79,0.389,0.982,0.015,0.436,0.413616242
0.483,0.866,0.257,0.922,0.151,0.211,0.093956751
0.477,0.695,0.856,0.985,0.459,0.658,0.00119791
0.577,0.668,0.846,0.856,0.408,0.546,0.000111874
0.076,0.835,0.401,0.869,0.166,0.426,0.182569379
0.741,0.975,0.177,0.697,0.022,0.771,0.023493491
0.183,0.712,0.625,0.866,0.04,0.573,0.129227968
0.078,0.139,0.521,0.904,0.164,0.894,0.002605798
0.207,0.87,0.047,0.67,0.397,0.48,0.024460768
0.235,0.34,0.015,0.831,0.141,0.611,0.028660337
0.878,0.894,0.383,0.709,0.231,0.794,8.606e-06
0.47,0.904,0.073,0.553,0.057,0.699,0.392771578
0.209,0.787,0.09,0.728,0.358,0.381,0.01888257
0.917,0.949,0.063,0.433,0.173,0.878,1.721e-06
0.624,0.9,0.425,0.544,0.21,0.755,0.014834461
0.761,0.766,0.538,0.881,0.774,0.834,0.0
0.216,0.862,0.107,0.146,0.236,0.769,0.01885159
0.36,0.795,0.259,0.274,0.301,0.658,0.00282094
0.169,0.463,0.394,0.659,0.105,0.314,0.017925619
0.367,0.412,0.04,0.236,0.335,0.792,0.001734904
0.138,0.74,0.195,0.763,0.023,0.065,0.02913365
0.529,0.91,0.115,0.981,0.872,0.875,0.0
0.744,0.874,0.125,0.509,0.2,0.4,0.007722732
0.453,0.94,0.307,0.417,0.652,0.737,3.4423e-05
0.203,0.709,0.467,0.765,0.806,0.967,1.7211e-05
