0.216,0.659,0.222,0.889,0.236,0.276,0.224,0.459,0.204,0.623,0.744,0.776,0.167,0.437,0.0
0.071,0.745,0.156,0.584,0.202,0.486,0.201,0.898,0.18,0.344,0.563,0.927,0.708,0.953,0.0
0.198,0.548,0.015,0.192,0.224,0.241,0.267,0.373,0.234,0.456,0.108,0.512,0.27,0.99,0.0
0.579,0.928,0.203,0.843,0.402,0.435,0.021,0.885,0.718,0.971,0.552,0.944,0.345,0.427,0.0
0.2,0.242,0.536,0.659,0.46,0.731,0.353,0.767,0.014,0.264,0.584,0.669,0.007,0.242,0.0
0.781,0.845,0.477,0.691,0.47,0.774,0.005,0.987,0.545,0.656,0.784,0.998,0.434,0.46,0.0
0.047,0.542,0.149,0.202,0.427,0.673,0.807,0.909,0.085,0.585,0.712,0.9,0.419,0.668,0.0
0.567,0.973,0.04,0.955,0.147,0.264,0.439,0.577,0.388,0.944,0.277,0.637,0.103,0.192,0.0
0.322,0.423,0.388,0.846,0.146,0.799,0.158,0.557,0.113,0.283,0.171,0.781,0.189,0.959,0.0
0.499,0.521,0.312,0.488,0.017,0.584,0.209,0.576,0.07,0.461,0.156,0.763,0.143,0.774,0.0
0.374,0.752,0.326,0.629,0.732,0.849,0.131,0.573,0.398,0.935,0.19,0.25,0.474,0.862,0.0
0.205,0.389,0.062,0.542,0.037,0.229,0.098,0.602,0.317,0.955,0.27,0.785,0.003,0.221,0.0
0.261,0.4,0.609,0.701,0.817,0.925,0.191,0.207,0.194,0.488,0.434,0.539,0.268,0.924,0.0
0.699,0.783,0.499,0.516,0.148,0.992,0.433,0.867,0.151,0.303,0.281,0.638,0.435,0.891,0.0
0.412,0.636,0.625,0.698,0.612,0.862,0.07,0.947,0.701,0.947,0.181,0.807,0.111,0.809,0.0
0.283,0.345,0.427,0.674,0.45,0.765,0.088,0.767,0.573,0.897,0.364,0.41,0.413,0.832,0.0
0.014,0.596,0.123,0.87,0.239,0.399,0.418,0.609,0.434,0.442,0.063,0.754,0.013,0.747,0.0
0.025,0.238,0.101,0.48,0.783,0.971,0.027,0.26,0.501,0.983,0.401,0.794,0.158,0.779,0.0
0.278,0.302,0.088,0.512,0.133,0.389,0.347,0.507,0.333,0.801,0.23,0.971,0.464,0.954,0.0
0.188,0.44,0.514,0.842,0.438,0.708,0.054,0.117,0.166,0.866,0.199,0.896,0.294,0.46,0.0
0.143,0.357,0.515,0.668,0.021,0.703,0.503,0.691,0.195,0.346,0.081,0.498,0.392,0.611,0.0
0.427,0.957,0.376,0.843,0.675,0.975,0.013,0.433,0.154,0.773,0.225,0.528,0.151,0.932,3.8549e-05
0.552,0.736,0.305,0.854,0.099,0.402,0.084,0.293,0.258,0.816,0.589,0.666,0.905,0.937,0.0
0.198,0.729,0.039,0.923,0.13,0.837,0.126,0.362,0.052,0.315,0.475,0.91,0.713,0.777,0.0
0.037,0.673,0.729,0.812,0.015,0.167,0.188,0.807,0.681,0.884,0.458,0.878,0.144,0.285,0.0
0.011,0.671,0.459,0.675,0.399,0.886,0.095,0.962,0.407,0.611,0.593,0.683,0.157,0.23,0.0
0.113,0.798,0.447,0.827,0.042,0.163,0.248,0.317,0.234,0.758,0.331,0.623,0.168,0.572,0.0
0.213,0.682,0.31,0.718,0.699,0.908,0.304,0.771,0.673,0.92,0.367,0.584,0.598,0.972,0.0
0.347,0.843,0.394,0.861,0.485,0.847,0.425,0.831,0.092,0.147,0.618,0.914,0.223,0.465,0.0
0.428,0.892,0.241,0.866,0.685,0.92,0.876,0.947,0.137,0.194,0.116,0.296,0.859,0.896,0.0
0.243,0.808,0.048,0.627,0.268,0.822,0.024,0.929,0.084,0.601,0.292,0.643,0.433,0.787,0.0
0.024,0.221,0.019,0.196,0.917,0.947,0.406,0.689,0.649,0.828,0.269,0.776,0.053,0.458,0.0
0.175,0.464,0.155,0.888,0.449,0.989,0.689,0.962,0.449,0.46,0.381,0.629,0.181,0.363,0.0
0.42,0.656,0.718,0.841,0.054,0.481,0.066,0.566,0.084,0.098,0.109,0.14,0.313,0.885,0.0
0.426,0.488,0.519,0.981,0.899,0.901,0.439,0.904,0.337,0.75,0.225,0.313,0.899,0.93,0.0
0.24,0.5,0.405,0.653,0.052,0.06,0.397,0.849,0.618,0.705,0.023,0.524,0.18,0.603,0.0
0.542,0.747,0.26,0.332,0.481,0.606,0.007,0.651,0.375,0.921,0.454,0.502,0.506,0.863,0.0
0.533,0.981,0.292,0.684,0.271,0.601,0.226,0.642,0.31,0.338,0.101,0.187,0.567,0.87,0.0
0.016,0.878,0.456,0.933,0.108,0.656,0.318,0.46,0.37,0.909,0.126,0.876,0.188,0.853,0.0
0.117,0.91,0.228,0.556,0.348,0.796,0.17,0.747,0.445,0.775,0.163,0.368,0.355,0.438,0.0
0.05,0.612,0.099,0.393,0.609,0.667,0.129,0.326,0.152,0.223,0.46,0.993,0.045,0.336,0.0
0.47,0.628,0.019,0.973,0.357,0.732,0.347,0.643,0.025,0.876,0.409,0.76,0.68,0.908,0.0
0.016,0.593,0.147,0.982,0.058,0.171,0.344,0.783,0.081,0.833,0.295,0.672,0.499,0.985,0.0
0.376,0.774,0.182,0.667,0.824,0.985,0.162,0.831,0.552,0.984,0.178,0.784,0.562,0.826,1.2529e-05
0.088,0.091,0.545,0.815,0.51,0.959,0.077,0.858,0.463,0.925,0.426,0.428,0.656,0.708,0.0
0.218,0.661,0.548,0.951,0.673,0.989,0.479,0.52,0.392,0.488,0.665,0.874,0.037,0.355,0.0
0.133,0.719,0.51,0.672,0.6,0.837,0.137,0.852,0.275,0.564,0.119,0.302,0.021,0.919,0.0
0.289,0.85,0.063,0.26,0.561,0.749,0.122,0.949,0.294,0.819,0.775,0.997,0.135,0.963,0.0
0.608,0.682,0.418,0.971,0.264,0.687,0.329,0.716,0.528,0.562,0.094,0.697,0.515,0.595,0.0
0.222,0.922,0.077,0.533,0.39,0.727,0.146,0.229,0.128,0.518,0.027,0.759,0.635,0.902,0.0
0.06,0.911,0.593,0.766,0.488,0.74,0.854,0.945,0.278,0.546,0.108,0.238,0.42,0.515,0.0
0.271,0.451,0.097,0.857,0.174,0.871,0.307,0.904,0.684,0.892,0.544,0.719,0.656,0.94,0.0
0.257,0.3,0.352,0.574,0.046,0.852,0.4,0.434,0.117,0.54,0.531,0.603,0.671,0.763,0.0
0.572,0.961,0.086,0.677,0.279,0.863,0.131,0.361,0.015,0.8,0.112,0.75,0.091,0.713,0.0
0.315,0.919,0.044,0.531,0.41,0.77,0.371,0.82,0.219,0.37,0.244,0.947,0.109,0.699,0.0
0.262,0.911,0.075,0.384,0.269,0.936,0.527,0.977,0.053,0.77,0.112,0.23,0.449,0.922,0.0
0.645,0.995,0.529,0.832,0.336,0.474,0.697,0.844,0.152,0.741,0.317,0.769,0.356,0.763,0.0
0.637,0.802,0.109,0.649,0.17,0.883,0.12,0.397,0.27,0.664,0.067,0.92,0.161,0.704,0.0
0.477,0.919,0.556,0.767,0.694,0.838,0.492,0.584,0.049,0.341,0.771,0.965,0.297,0.593,0.0
0.593,0.738,0.418,0.794,0.418,0.947,0.006,0.52,0.307,0.596,0.237,0.884,0.074,0.2,0.0
0.378,0.471,0.391,0.975,0.187,0.576,0.774,0.916,0.059,0.464,0.911,0.923,0.585,0.689,0.0
0.359,0.616,0.348,0.775,0.069,0.905,0.158,0.98,0.235,0.674,0.706,0.984,0.566,0.876,0.0
0.356,0.964,0.496,0.898,0.346,0.644,0.654,0.815,0.817,0.985,0.314,0.35,0.192,0.244,0.0
0.194,0.465,0.623,0.954,0.352,0.598,0.837,0.838,0.264,0.75,0.51,0.593,0.04,0.368,0.0
