0.757,0.191,0.442,0.649,0.838,0.618,0.564,0.408,0.378,0.268,0.767,2.0,0.00763
0.114,0.073,0.698,0.658,0.974,0.687,0.38,0.46,0.882,0.705,3.147,2.0,1.0
0.409,0.224,0.493,0.958,0.907,0.219,0.371,0.734,0.261,0.151,0.347,2.0,0.0
0.714,0.57,0.064,0.614,0.011,0.003,0.728,0.45,0.958,0.725,1.859,2.0,1.0
0.949,0.911,0.277,0.402,0.091,0.189,0.025,0.583,0.333,0.055,2.739,2.0,1.0
0.083,0.46,0.98,0.607,0.383,0.311,0.512,0.791,0.107,0.621,2.017,2.0,1.0
0.232,0.759,0.87,0.604,0.212,0.398,0.288,0.807,0.502,0.198,2.386,2.0,1.0
0.551,0.698,0.452,0.104,0.287,0.618,0.39,0.701,0.059,0.284,1.661,2.0,1.0
0.614,0.28,0.253,0.712,0.851,0.366,0.306,0.35,0.096,0.913,0.453,2.0,0.0
0.745,0.021,0.049,0.79,0.494,0.295,0.405,0.82,0.465,0.169,2.136,2.0,1.0
0.694,0.524,0.788,0.625,0.494,0.404,0.333,0.427,0.35,0.929,2.449,2.0,1.0
0.821,0.135,0.077,0.008,0.849,0.909,0.177,0.989,0.833,0.023,0.221,2.0,0.0
0.804,0.957,0.794,0.638,0.474,0.204,0.175,0.24,0.536,0.646,2.933,2.0,1.0
0.313,0.777,0.476,0.519,0.466,0.64,0.028,0.694,0.279,0.81,0.721,2.0,0.0
0.015,0.681,0.278,0.344,0.51,0.072,0.513,0.871,0.53,0.363,1.564,2.0,1.0
0.988,0.587,0.526,0.467,0.943,0.833,0.685,0.812,0.593,0.301,2.607,2.0,1.0
0.588,0.903,0.325,0.496,0.403,0.383,0.739,0.275,0.417,0.517,2.483,2.0,1.0
0.583,0.497,0.788,0.747,0.613,0.385,0.023,0.79,0.971,0.129,0.95,2.0,0.00962
0.576,0.219,0.171,0.543,0.827,0.467,0.048,0.646,0.803,0.015,2.945,2.0,1.0
0.151,0.117,0.086,0.196,0.984,0.701,0.214,0.128,0.516,0.014,0.415,2.0,0.0
0.092,0.45,0.049,0.597,0.199,0.89,0.097,0.296,0.172,0.576,0.073,2.0,0.0
0.655,0.343,0.748,0.917,0.466,0.775,0.34,0.299,0.992,0.823,0.248,2.0,0.0
0.899,0.857,0.13,0.716,0.701,0.414,0.485,0.906,0.525,0.597,0.716,2.0,0.01532
0.443,0.243,0.081,0.615,0.991,0.577,0.158,0.184,0.26,0.491,1.082,2.0,3e-05
0.345,0.855,0.865,0.434,0.1,0.268,0.51,0.548,0.093,0.172,0.055,2.0,0.0
0.09,0.775,0.704,0.283,0.204,0.322,0.723,0.353,0.369,0.759,2.094,2.0,1.0
0.082,0.808,0.108,0.988,0.083,0.115,0.974,0.945,0.081,0.165,1.721,2.0,0.99991
0.252,0.238,0.796,0.769,0.647,0.427,0.449,0.659,0.876,0.034,2.812,2.0,1.0
0.898,0.42,0.509,0.298,0.456,0.477,0.982,0.259,0.831,0.43,0.62,2.0,0.0
0.248,0.258,0.812,0.101,0.574,0.273,0.342,0.247,0.492,0.138,2.571,2.0,1.0
0.864,0.306,0.459,0.768,0.68,0.622,0.183,0.438,0.693,0.944,0.68,2.0,0.0
0.861,0.365,0.334,0.031,0.01,0.148,0.272,0.322,0.363,0.286,0.221,2.0,0.0
0.562,0.585,0.795,0.165,0.783,0.967,0.556,0.293,0.176,0.409,2.951,2.0,1.0
0.755,0.048,0.035,0.702,0.124,0.245,0.64,0.541,0.426,0.131,1.883,2.0,1.0
0.105,0.751,0.237,0.062,0.185,0.198,0.108,0.187,0.245,0.25,2.676,2.0,1.0
0.695,0.375,0.962,0.808,0.988,0.154,0.478,0.869,0.366,0.348,0.988,2.0,0.00353
0.437,0.836,0.421,0.165,0.636,0.758,0.163,0.176,0.647,0.332,0.163,2.0,0.0
0.118,0.011,0.944,0.485,0.355,0.658,0.345,0.996,0.26,0.994,0.294,2.0,0.0
0.011,0.672,0.468,0.636,0.34,0.086,0.383,0.849,0.48,0.119,1.338,2.0,0.95519
0.768,0.232,0.25,0.119,0.239,0.379,0.516,0.669,0.709,0.765,1.417,2.0,0.99997
0.935,0.747,0.467,0.37,0.449,0.105,0.866,0.346,0.511,0.549,2.403,2.0,1.0
0.116,0.471,0.708,0.917,0.73,0.344,0.853,0.01,0.747,0.812,1.472,2.0,0.1409
