0.55,0.816,0.481,0.458,0.367,0.076,0.8789827594955194,2.0,0.763911933
0.43,0.696,0.457,0.285,0.331,0.142,0.7189753939695714,2.0,0.725410146
0.28,0.829,0.211,0.204,0.602,0.773,0.6573776905501285,2.0,0.157864209
0.21,0.054,0.59,0.908,0.492,0.103,1.024818457219006,2.0,0.373966459
0.62,0.149,0.097,0.121,0.634,0.793,0.888807579725094,2.0,0.71511776
0.225,0.425,0.957,0.303,0.325,0.422,1.038689201235816,2.0,0.821244656
0.593,0.779,0.421,0.169,0.528,0.358,0.8847153479272442,2.0,0.944486517
0.495,0.618,0.662,0.965,0.108,0.205,1.1511566099219641,2.0,0.828125753
0.049,0.421,0.515,0.592,0.029,0.192,0.7917050092978988,2.0,0.241241145
0.984,0.742,0.911,0.095,0.406,0.664,1.3930132619605131,2.0,0.996265137
0.601,0.402,0.957,0.356,0.313,0.749,1.2279918194545465,2.0,0.988218832
0.012,0.081,0.741,0.356,0.899,0.08,1.0489939471808767,2.0,0.268916993
0.147,0.348,0.612,0.939,0.444,0.64,1.1989739224003555,2.0,0.799551472
0.011,0.172,0.02,0.879,0.673,0.198,0.9724513205772967,2.0,0.185398925
0.281,0.89,0.26,0.872,0.698,0.781,1.3121236126911497,2.0,0.842975704
0.144,0.071,0.772,0.898,0.017,0.736,1.2082350584186088,2.0,0.45641226
0.319,0.29,0.181,0.71,0.644,0.014,0.6708452074255273,2.0,0.115254074
0.686,0.259,0.204,0.142,0.158,0.34,0.4670100238734682,2.0,0.538792658
0.453,0.836,0.508,0.034,0.082,0.687,1.0324523127648062,2.0,0.915953543
0.914,0.83,0.958,0.79,0.152,0.967,1.6910601376487675,2.0,0.991155088
0.517,0.268,0.345,0.321,0.101,0.7,0.7773942109148276,2.0,0.791295188
0.136,0.833,0.782,0.881,0.299,0.859,1.4771118632813192,2.0,0.943742986
0.253,0.153,0.222,0.894,0.014,0.124,0.7655087878742314,2.0,0.083721162
0.515,0.532,0.506,0.126,0.402,0.855,0.4265662081825707,2.0,0.023133773
0.659,0.052,0.912,0.845,0.501,0.208,1.0599903596252516,2.0,0.306470434
0.514,0.498,0.903,0.484,0.513,0.916,1.2810431814230288,2.0,0.95676165
0.181,0.091,0.605,0.497,0.37,0.204,0.711862586275864,2.0,0.281884023
0.041,0.806,0.363,0.121,0.614,0.675,0.8083006948933331,2.0,0.255361335
0.054,0.683,0.924,0.593,0.646,0.538,1.249824671865344,2.0,0.773410876
0.605,0.051,0.768,0.421,0.414,0.562,0.8665490796381077,2.0,0.564403145
0.986,0.995,0.597,0.513,0.875,0.005,1.4579170754378732,2.0,0.957290039
0.745,0.543,0.044,0.374,0.039,0.321,0.7076449430216971,2.0,0.82175067
0.462,0.123,0.178,0.073,0.636,0.086,0.4518079257365648,2.0,0.121343449
0.879,0.998,0.394,0.66,0.47,0.562,1.2890498904450467,2.0,0.959530956
0.584,0.399,0.809,0.476,0.253,0.339,0.8987434183120238,2.0,0.819702519
0.099,0.823,0.749,0.836,0.196,0.377,1.3676849917799931,2.0,0.971931733
0.813,0.953,0.643,0.716,0.81,0.88,1.5840445350478543,2.0,0.980881634
0.108,0.874,0.79,0.829,0.804,0.493,1.2053769018378164,2.0,0.318421995
0.203,0.374,0.867,0.318,0.777,0.625,1.0511139079580158,2.0,0.506084212
0.689,0.307,0.055,0.16,0.089,0.898,0.9087093155680179,2.0,0.747000062
0.511,0.176,0.482,0.037,0.334,0.209,0.4406139898816802,2.0,0.290623946
0.072,0.151,0.256,0.768,0.156,0.624,0.9363668980784386,2.0,0.462155687
0.657,0.224,0.111,0.997,0.2,0.956,1.2715435431719173,2.0,0.769257778
0.241,0.777,0.199,0.372,0.964,0.669,0.957898115463254,2.0,0.354230205
0.259,0.009,0.289,0.054,0.988,0.676,1.2368157706771121,2.0,0.839034306
0.864,0.836,0.403,0.131,0.614,0.36,0.9145181928531619,2.0,0.769841243
0.025,0.272,0.23,0.82,0.266,0.722,0.8303013277633634,2.0,0.070258446
0.599,0.681,0.635,0.281,0.696,0.737,1.1690542225867557,2.0,0.991118944
0.258,0.555,0.858,0.04,0.666,0.125,1.0152244731020892,2.0,0.657864209
0.872,0.743,0.997,0.468,0.457,0.67,0.9543184324181955,2.0,0.150062305
0.283,0.238,0.496,0.206,0.728,0.091,0.582474358653459,2.0,0.098294011
0.15,0.742,0.97,0.121,0.029,0.335,0.7570338794711432,2.0,0.03962913
0.122,0.946,0.837,0.048,0.358,0.299,0.9313910965631671,2.0,0.305494551
0.707,0.281,0.101,0.071,0.871,0.965,1.2272904132266278,2.0,0.916569709
0.905,0.321,0.564,0.095,0.532,0.696,1.0039309695268768,2.0,0.898578687
0.025,0.757,0.998,0.931,0.247,0.409,1.3516889459770989,2.0,0.589652193
0.728,0.417,0.49,0.859,0.968,0.83,1.4415077645278123,2.0,0.957926859
0.229,0.074,0.645,0.658,0.138,0.511,1.106634408260826,2.0,0.819456397
0.903,0.434,0.322,0.977,0.887,0.693,1.3613007684540133,2.0,0.862006292
0.552,0.515,0.191,0.688,0.564,0.187,0.857005264747875,2.0,0.822105223
0.783,0.079,0.946,0.519,0.489,0.437,1.1463965850671245,2.0,0.769663966
0.664,0.605,0.421,0.44,0.221,0.209,0.6936333014714013,2.0,0.762454132
0.118,0.984,0.698,0.51,0.056,0.987,1.3735456189194353,2.0,0.792790855
0.438,0.635,0.19,0.296,0.277,0.283,0.31144596745850023,2.0,0.077082745
0.599,0.332,0.579,0.774,0.649,0.933,1.2188205538021797,2.0,0.803480823
0.677,0.843,0.434,0.256,0.677,0.292,0.9603001884863707,2.0,0.87503012
0.28,0.974,0.259,0.598,0.166,0.095,0.9032415889765792,2.0,0.51102559
0.398,0.417,0.388,0.957,0.083,0.215,0.9605688199699579,2.0,0.544993907
0.428,0.24,0.181,0.275,0.997,0.021,1.1168849692729999,2.0,0.895618335
0.891,0.156,0.126,0.138,0.028,0.987,0.7903694888950772,2.0,0.261433499
0.001,0.99,0.965,0.435,0.212,0.938,1.625590966318294,2.0,0.981873008
0.147,0.208,0.441,0.472,0.45,0.624,0.7460154481217183,2.0,0.388157215
0.584,0.634,0.078,0.327,0.433,0.984,1.0891815137702312,2.0,0.929708853
0.464,0.705,0.611,0.832,0.456,0.908,1.3612443707159014,2.0,0.974837009
0.455,0.806,0.686,0.836,0.982,0.294,1.1713138284603621,2.0,0.370178241
0.021,0.522,0.852,0.826,0.968,0.853,1.2747872985584252,2.0,0.106316221
0.181,0.104,0.664,0.461,0.619,0.808,1.1231205529679342,2.0,0.745779777
